職業,総数,男,女,正一の職種は,清の職種は,正雄の職種は,正の職種は,茂の職種は,武雄の職種は,正治の職種は,三郎の職種は,正夫の職種は,一郎の職種は,正二の職種は,義雄の職種は,正男の職種は,正三の職種は,勇の職種は,実の職種は,秀雄の職種は,辰雄の職種は,辰男の職種は,博の職種は,弘の職種は,進の職種は,武の職種は,一男の職種は,昭二の職種は,昭の職種は,和夫の職種は,昭一の職種は,昭三の職種は,幸雄の職種は,稔の職種は,明の職種は,昇の職種は,隆の職種は,勉の職種は,勝の職種は,勲の職種は,功の職種は,勝利の職種は,修の職種は,豊の職種は,誠の職種は,浩の職種は,徹の職種は,浩一の職種は,浩二の職種は,浩之の職種は,聡の職種は,剛の職種は,和彦の職種は,秀樹の職種は,哲也の職種は,直樹の職種は,達也の職種は,学の職種は,健一の職種は,淳の職種は,健の職種は,博之の職種は,英樹の職種は,崇の職種は,大輔の職種は,大介の職種は,亮の職種は,竜也の職種は,健太郎の職種は,洋平の職種は,健太の職種は,和也の職種は,翔の職種は,拓也の職種は,祐介の職種は,雄太の職種は,優の職種は,翔太の職種は,大樹の職種は,翔平の職種は,駿の職種は,大貴の職種は,貴大の職種は,大輝の職種は,翼の職種は,大地の職種は,亮太の職種は,拓哉の職種は,雄大の職種は,拓海の職種は,直人の職種は,康平の職種は,陸の職種は,海斗の職種は,一輝の職種は,涼太の職種は,匠の職種は,蓮の職種は,優斗の職種は,優太の職種は,颯太の職種は,大翔の職種は,太陽の職種は,悠斗の職種は,颯の職種は,輝の職種は,大和の職種は,空の職種は,陽向の職種は,悠人の職種は,悠太の職種は,瑛太の職種は,悠真の職種は,陽斗の職種は,颯真の職種は,歩夢の職種は,蒼空の職種は,大雅の職種は,樹の職種は,陽翔の職種は,陸斗の職種は,太一の職種は,海翔の職種は,湊の職種は,龍生の職種は,陽太の職種は,朝陽の職種は,悠の職種は,新の職種は,蒼の職種は,陽大の職種は,律の職種は,凪の職種は,碧の職種は
理学療法士，作業療法士,202540,107160,95390,-6.074687957763672,-9.004940032958984,-8.521125793457031,-8.980538368225098,-9.057783126831055,-8.039608001708984,-9.359999656677246,-9.636392593383789,-8.539827346801758,-8.032034873962402,-7.351325988769531,-8.012166976928711,-8.570060729980469,-7.6120476722717285,-10.674988746643066,-8.748947143554688,-10.189504623413086,-9.83161449432373,-10.075810432434082,-8.164497375488281,-9.648551940917969,-9.36327075958252,-6.765422344207764,-8.724281311035156,-7.7256340980529785,-8.819201469421387,-9.45484447479248,-7.775847911834717,-9.747121810913086,-8.775213241577148,-9.901780128479004,-9.549628257751465,-10.087514877319336,-9.972868919372559,-10.343549728393555,-10.781583786010742,-8.349634170532227,-8.330392837524414,-8.309026718139648,-9.291850090026855,-7.308787822723389,-8.563495635986328,-9.576623916625977,-9.860525131225586,-9.591937065124512,-9.959790229797363,-9.597505569458008,-7.490936279296875,-9.341289520263672,-7.829383850097656,-8.82773494720459,-8.834983825683594,-9.85901927947998,-10.285548210144043,-8.464720726013184,-10.25771713256836,-9.8162260055542,-10.110738754272461,-8.300359725952148,-9.555986404418945,-9.122114181518555,-9.070863723754883,-9.574640274047852,-10.057682991027832,-9.344964027404785,-9.991674423217773,-8.710918426513672,-10.836713790893555,-8.582865715026855,-10.288960456848145,-8.725947380065918,-10.228398323059082,-9.441532135009766,-10.038595199584961,-10.528766632080078,-9.521208763122559,-10.010618209838867,-9.247939109802246,-10.286046028137207,-8.243598937988281,-8.555869102478027,-12.627256393432617,-8.176687240600586,-10.118674278259277,-8.562458992004395,-7.101482391357422,-7.567458629608154,-10.452492713928223,-9.688693046569824,-6.195900917053223,-9.391012191772461,-10.522830963134766,-11.952783584594727,-9.764800071716309,-8.128755569458008,-9.281325340270996,-9.618030548095703,-8.219169616699219,-10.123671531677246,-9.030529022216797,-10.149724960327148,-7.809293270111084,-9.6027193069458,-7.290168285369873,-8.834866523742676,-9.289453506469727,-9.442132949829102,-9.458130836486816,-13.088183403015137,-9.782482147216797,-9.395294189453125,-9.06991958618164,-11.137154579162598,-9.319462776184082,-9.214201927185059,-10.487984657287598,-8.778440475463867,-8.348165512084961,-10.413105964660645,-9.172399520874023,-8.975513458251953,-8.679920196533203,-9.351733207702637,-8.39698600769043,-9.503347396850586,-8.4290132522583,-7.703802108764648,-9.552713394165039,-7.839433193206787,-9.470317840576172,-7.401887893676758
視能訓練士，言語聴覚士,26930,5570,21360,-8.531265258789062,-11.064836502075195,-10.065069198608398,-11.490318298339844,-9.66460132598877,-10.860791206359863,-11.531977653503418,-11.263524055480957,-11.083785057067871,-9.4544038772583,-9.00507926940918,-10.154178619384766,-10.112090110778809,-8.804533958435059,-12.6188325881958,-5.159265041351318,-12.372634887695312,-12.275121688842773,-11.926520347595215,-10.217540740966797,-11.864110946655273,-10.543594360351562,-9.307705879211426,-10.470052719116211,-8.677875518798828,-11.442435264587402,-11.662382125854492,-8.821001052856445,-12.2296724319458,-9.780983924865723,-11.724165916442871,-11.56939697265625,-12.59241771697998,-12.221356391906738,-12.709176063537598,-12.767321586608887,-10.790691375732422,-9.769659042358398,-9.165704727172852,-12.216477394104004,-9.178163528442383,-8.953479766845703,-11.35910415649414,-11.887985229492188,-11.337762832641602,-11.684261322021484,-11.255385398864746,-4.8001813888549805,-11.780970573425293,-9.94992446899414,-10.638782501220703,-5.320124626159668,-12.440742492675781,-12.414196968078613,-9.39146900177002,-12.460407257080078,-12.012683868408203,-10.92646598815918,-10.340543746948242,-9.167717933654785,-11.100432395935059,-9.335102081298828,-11.424633979797363,-12.47042465209961,-11.32943344116211,-11.933924674987793,-9.420661926269531,-13.147164344787598,-4.715521812438965,-11.647408485412598,-10.341322898864746,-12.21496295928955,-10.32827377319336,-10.607398986816406,-12.413541793823242,-9.402543067932129,-11.802157402038574,-9.629261016845703,-13.405078887939453,-7.266641616821289,-11.981834411621094,-13.013671875,-8.17283821105957,-12.34286117553711,-10.334161758422852,-5.616466045379639,-4.56561279296875,-10.876405715942383,-12.907102584838867,-8.056135177612305,-10.816720008850098,-12.414841651916504,-13.725314140319824,-12.568655014038086,-10.1754789352417,-12.020004272460938,-12.268380165100098,-10.263376235961914,-13.097702026367188,-10.682086944580078,-11.942193984985352,-9.35346508026123,-10.220113754272461,-8.981091499328613,-11.354742050170898,-9.885120391845703,-10.247600555419922,-10.277146339416504,-14.784825325012207,-10.086213111877441,-9.868781089782715,-9.45253849029541,-14.1021728515625,-11.612887382507324,-9.3129301071167,-11.115646362304688,-9.300817489624023,-9.939065933227539,-12.404775619506836,-10.350286483764648,-11.34110164642334,-10.710343360900879,-10.944310188293457,-10.877328872680664,-10.298772811889648,-10.235600471496582,-8.98327350616455,-9.495091438293457,-10.49592399597168,-11.636813163757324,-9.137353897094727
歯科衛生士,128740,230,128510,-6.774044036865234,-8.963790893554688,-8.52182674407959,-9.29747486114502,-16.981517791748047,-7.597168922424316,-10.018340110778809,-9.776566505432129,-8.935307502746582,-8.534290313720703,-6.576453685760498,-8.15884017944336,-9.862767219543457,-7.294405937194824,-11.609335899353027,-9.035933494567871,-11.228005409240723,-11.079301834106445,-10.95936393737793,-8.661233901977539,-10.87366771697998,-9.573005676269531,-8.09937572479248,-8.851428031921387,-8.495848655700684,-8.747014999389648,-8.99515438079834,-8.591804504394531,-10.958135604858398,-9.931406021118164,-9.914436340332031,-11.071532249450684,-9.885866165161133,-11.293655395507812,-11.730802536010742,-10.836272239685059,-9.32846736907959,-8.91692066192627,-7.890174865722656,-9.943745613098145,-7.859439849853516,-7.450637340545654,-10.88507080078125,-11.086687088012695,-10.693946838378906,-10.943962097167969,-10.830192565917969,-7.923611640930176,-11.029309272766113,-8.323480606079102,-9.652836799621582,-8.249214172363281,-9.576674461364746,-10.591110229492188,-8.877426147460938,-9.814221382141113,-9.897810935974121,-9.721389770507812,-8.476892471313477,-8.893579483032227,-10.717918395996094,-8.365127563476562,-11.014762878417969,-10.053958892822266,-10.663650512695312,-11.342720985412598,-10.246247291564941,-13.198205947875977,-9.426244735717773,-12.04399299621582,-9.615504264831543,-11.603711128234863,-7.7991509437561035,-9.870699882507324,-12.637592315673828,-8.783872604370117,-11.43751335144043,-9.122377395629883,-10.648490905761719,-11.272019386291504,-11.027825355529785,-13.960444450378418,-8.04352855682373,-11.664371490478516,-9.192182540893555,-7.599743843078613,-8.012574195861816,-9.530243873596191,-10.97976303100586,-7.215585708618164,-10.83602523803711,-12.584078788757324,-14.006918907165527,-9.266570091247559,-8.864520072937012,-11.63922119140625,-11.92220401763916,-9.532600402832031,-10.646848678588867,-9.348039627075195,-12.43422794342041,-8.12099552154541,-9.4862699508667,-7.967801094055176,-8.923425674438477,-9.24162483215332,-9.634735107421875,-10.14188003540039,-13.700308799743652,-9.4370698928833,-10.064323425292969,-8.283452987670898,-13.414952278137207,-9.88373851776123,-8.521053314208984,-11.59330940246582,-8.980901718139648,-10.035481452941895,-11.632896423339844,-10.178421974182129,-11.030545234680176,-9.3348388671875,-10.50812816619873,-8.864821434020996,-9.983774185180664,-8.285881996154785,-8.223196029663086,-9.227855682373047,-9.302214622497559,-9.972332000732422,-8.114873886108398
歯科技工士,39320,31990,7330,-100.0,-100.0,-11.589096069335938,-100.0,-11.970898628234863,-100.0,-100.0,-8.014120101928711,-7.854850769042969,-11.469862937927246,-100.0,-100.0,-8.2459135055542,-100.0,-100.0,-8.376494407653809,-100.0,-100.0,-100.0,-100.0,-100.0,-8.557076454162598,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-11.645042419433594,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-8.038152694702148,-100.0,-100.0,-100.0,-11.74781322479248,-100.0,-7.923611640930176,-100.0,-7.907001495361328,-100.0,-7.951254367828369,-9.194658279418945,-100.0,-10.930892944335938,-100.0,-100.0,-100.0,-7.844139099121094,-11.737573623657227,-100.0,-100.0,-100.0,-100.0,-100.0,-7.835685729980469,-7.981196403503418,-100.0,-7.855425834655762,-100.0,-7.740439414978027,-100.0,-7.7991509437561035,-100.0,-100.0,-11.33422565460205,-100.0,-100.0,-100.0,-11.753697395324707,-100.0,-100.0,-100.0,-100.0,-11.611148834228516,-7.599743843078613,-8.012574195861816,-8.078985214233398,-100.0,-100.0,-7.933107852935791,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-7.6380767822265625,-100.0,-100.0,-100.0,-100.0,-8.142836570739746,-11.551484107971191,-100.0,-10.629673957824707,-11.27342700958252,-7.84570837020874,-9.69772720336914,-100.0,-100.0,-100.0,-100.0,-100.0,-8.109447479248047,-100.0,-7.867246627807617,-100.0,-7.739020347595215,-12.15251636505127,-100.0,-7.586620330810547,-7.648201942443848,-100.0,-8.166359901428223,-100.0,-100.0,-100.0
栄養士,121310,5540,115770,-7.90519905090332,-9.19607925415039,-8.860218048095703,-9.204071998596191,-10.230823516845703,-8.28353214263916,-9.099710464477539,-8.968896865844727,-9.90164566040039,-8.014370918273926,-10.170413970947266,-8.725214004516602,-10.669228553771973,-8.125150680541992,-10.548294067382812,-9.206275939941406,-11.484149932861328,-12.952009201049805,-11.280638694763184,-9.663583755493164,-12.405558586120605,-11.366023063659668,-8.884041786193848,-10.261316299438477,-9.858833312988281,-9.585770606994629,-10.367887496948242,-9.944656372070312,-12.569982528686523,-9.788084030151367,-10.004095077514648,-10.105725288391113,-9.830376625061035,-12.663623809814453,-11.886430740356445,-10.290199279785156,-10.413572311401367,-8.876718521118164,-10.248542785644531,-9.907096862792969,-9.86225700378418,-10.035320281982422,-11.813061714172363,-12.297272682189941,-11.634084701538086,-11.891570091247559,-11.724479675292969,-10.11711597442627,-11.959176063537598,-8.731928825378418,-9.04471492767334,-9.153965950012207,-9.873343467712402,-10.759714126586914,-8.015130043029785,-10.050103187561035,-9.985084533691406,-11.703642845153809,-8.862337112426758,-9.685914039611816,-9.8026123046875,-9.953384399414062,-11.91932487487793,-10.838932991027832,-10.956457138061523,-12.169498443603516,-8.730696678161621,-11.836173057556152,-9.668124198913574,-11.597445487976074,-11.588153839111328,-12.741752624511719,-10.65530014038086,-11.85270881652832,-11.702157974243164,-8.962228775024414,-12.204578399658203,-10.5167236328125,-8.610937118530273,-9.414443969726562,-11.896668434143066,-10.435111999511719,-9.901399612426758,-12.405029296875,-7.047370433807373,-8.723064422607422,-10.905763626098633,-10.450240135192871,-11.022777557373047,-7.5373640060424805,-11.376104354858398,-11.044526100158691,-12.459053993225098,-10.816213607788086,-9.424484252929688,-12.27470588684082,-12.552520751953125,-9.451601028442383,-8.706378936767578,-9.808372497558594,-10.903579711914062,-8.826979637145996,-11.33229923248291,-8.865939140319824,-9.727210998535156,-10.566303253173828,-10.327213287353516,-11.947513580322266,-11.979198455810547,-9.168761253356934,-10.821429252624512,-9.83315372467041,-10.95676326751709,-10.166910171508789,-9.147829055786133,-9.173713684082031,-9.926366806030273,-9.407691955566406,-12.578831672668457,-9.26822280883789,-10.532195091247559,-9.58118724822998,-10.590195655822754,-8.617226600646973,-10.981698989868164,-9.032360076904297,-9.387789726257324,-10.341176986694336,-9.675244331359863,-10.498164176940918,-8.648335456848145
あん摩マッサージ指圧師，はり師，きゅう師，柔道整復師,118210,85200,33010,-5.604926109313965,-3.5462827682495117,-1.7192494869232178,-4.306597709655762,-6.237788200378418,-4.855923652648926,-6.620161056518555,-5.345615386962891,-4.2680888175964355,-5.0786566734313965,-4.653323650360107,-4.778843879699707,-3.1188836097717285,-5.986948490142822,-6.0331034660339355,-4.75783634185791,-5.255733013153076,-4.781130313873291,-3.161721706390381,-4.626101970672607,-4.129217624664307,-6.001427173614502,-4.0910162925720215,-4.536677360534668,-4.679386138916016,-5.1549601554870605,-5.059945106506348,-4.611228942871094,-4.308341026306152,-6.230193138122559,-3.7361483573913574,-7.960088729858398,-2.96549129486084,-4.250095844268799,-4.008177757263184,-6.537757396697998,-6.583734512329102,-5.64388370513916,-4.257903099060059,-3.093657970428467,-4.485381126403809,-5.462156295776367,-5.805719375610352,-5.22185754776001,-5.658499717712402,-5.6413116455078125,-5.921628475189209,-5.081150054931641,-5.302941799163818,-5.1441450119018555,-4.6548662185668945,-4.5247602462768555,-3.3027148246765137,-3.6965298652648926,-5.501438617706299,-3.839869737625122,-3.7235522270202637,-6.0697126388549805,-5.157052516937256,-5.232382774353027,-5.782041072845459,-5.899399757385254,-5.564081192016602,-3.4730331897735596,-5.513784885406494,-5.905617713928223,-5.055163383483887,-7.523808479309082,-5.256192684173584,-5.9970526695251465,-5.484952449798584,-4.703759670257568,-5.73963737487793,-6.546550273895264,-6.596041202545166,-4.954853057861328,-5.56293249130249,-6.103451251983643,-5.817862510681152,-5.0103960037231445,-4.910855770111084,-6.3810882568359375,-5.354790687561035,-5.9606523513793945,-5.446958065032959,-5.272236347198486,-5.345309257507324,-5.709013938903809,-5.988986015319824,-3.783372402191162,-5.679831504821777,-6.782082557678223,-4.320150852203369,-5.295412063598633,-4.73962926864624,-4.946957588195801,-5.1573872566223145,-5.902113914489746,-5.689922332763672,-3.581186056137085,-6.856800079345703,-5.27510929107666,-6.402497291564941,-4.61220645904541,-5.106869220733643,-5.998590469360352,-5.671117305755615,-6.727806091308594,-6.32220458984375,-6.575355529785156,-5.748626232147217,-6.140383720397949,-8.635960578918457,-5.875645160675049,-5.326858043670654,-7.758547306060791,-6.135003566741943,-5.04597806930542,-5.8870720863342285,-5.65312385559082,-5.508953094482422,-5.253663539886475,-6.232198238372803,-4.895134925842285,-5.719082832336426,-5.630300998687744,-4.591747283935547,-5.870126247406006,-5.871284484863281,-5.663684844970703,-3.7649974822998047
社会福祉専門職業従事者,1166790,197650,969140,-9.941069602966309,-7.686022758483887,-8.893759727478027,-9.506359100341797,-8.39138412475586,-8.478872299194336,-11.459025382995605,-9.226691246032715,-8.546202659606934,-10.90096664428711,-10.01618766784668,-8.22933578491211,-8.69420051574707,-9.168681144714355,-8.20240306854248,-8.211554527282715,-8.23813247680664,-8.217952728271484,-7.057509422302246,-8.564711570739746,-7.895365238189697,-9.653708457946777,-8.370402336120605,-8.170876502990723,-9.770636558532715,-9.517667770385742,-7.587908744812012,-9.837080955505371,-7.926027297973633,-9.736250877380371,-8.310896873474121,-12.413362503051758,-6.844027042388916,-8.09141731262207,-8.083545684814453,-8.793792724609375,-7.922067642211914,-8.359881401062012,-8.6029691696167,-6.993536472320557,-8.772767066955566,-8.652519226074219,-6.672457695007324,-6.763929843902588,-6.718771934509277,-6.5627241134643555,-6.7595930099487305,-8.276534080505371,-6.8121442794799805,-7.9818878173828125,-7.933627605438232,-8.046823501586914,-8.46869945526123,-6.831793308258057,-9.453974723815918,-7.937533855438232,-8.277486801147461,-8.79050350189209,-7.7990946769714355,-8.483428955078125,-9.171642303466797,-8.154914855957031,-6.981348037719727,-6.834896087646484,-7.196162700653076,-6.646579265594482,-9.683061599731445,-8.668008804321289,-7.886198997497559,-8.393577575683594,-7.650271415710449,-8.292752265930176,-8.524065971374512,-8.474024772644043,-8.484870910644531,-8.255019187927246,-6.826926231384277,-8.63620662689209,-7.772215843200684,-8.515273094177246,-6.8374128341674805,-8.371914863586426,-8.258258819580078,-6.761909008026123,-7.324492454528809,-8.123863220214844,-8.294318199157715,-8.34110164642334,-11.1834135055542,-9.234286308288574,-6.829689025878906,-8.63553524017334,-7.140170574188232,-9.144831657409668,-6.834734916687012,-6.374148845672607,-6.2646403312683105,-7.665107250213623,-7.684340476989746,-7.886562347412109,-8.246940612792969,-8.431703567504883,-8.726195335388184,-9.470244407653809,-8.19583511352539,-8.200188636779785,-8.251376152038574,-8.20093822479248,-7.100176811218262,-8.147049903869629,-8.33328628540039,-8.402892112731934,-8.039695739746094,-7.905505657196045,-8.496188163757324,-7.877849578857422,-8.261863708496094,-7.638583660125732,-6.635561943054199,-7.300902366638184,-8.631342887878418,-7.591399192810059,-7.740377902984619,-7.877140045166016,-8.103243827819824,-8.676725387573242,-7.248752593994141,-8.624917984008789,-8.000894546508789,-7.46573543548584,-7.581679821014404
保育士,634080,19930,614150,-6.280702590942383,-7.427177429199219,-9.259344100952148,-6.6804962158203125,-8.60207748413086,-8.448935508728027,-9.093177795410156,-8.686919212341309,-8.556999206542969,-6.123954772949219,-8.378362655639648,-8.926281929016113,-8.54505729675293,-6.491285800933838,-9.38253402709961,-8.065417289733887,-9.880093574523926,-12.483979225158691,-11.338687896728516,-8.660558700561523,-11.815693855285645,-9.733014106750488,-8.004246711730957,-8.748687744140625,-8.674325942993164,-9.128941535949707,-9.00382137298584,-8.728742599487305,-11.91691780090332,-8.594758987426758,-8.516724586486816,-9.284649848937988,-8.107255935668945,-12.03766918182373,-11.225247383117676,-9.361686706542969,-9.269001007080078,-7.7779459953308105,-8.856498718261719,-8.143255233764648,-8.603670120239258,-8.572380065917969,-9.571833610534668,-9.418944358825684,-9.423317909240723,-10.153038024902344,-9.580631256103516,-8.346260070800781,-9.607437133789062,-8.662001609802246,-8.713114738464355,-8.586403846740723,-8.407364845275879,-9.122300148010254,-6.938638687133789,-8.757081031799316,-8.359386444091797,-9.847282409667969,-8.752460479736328,-7.9682416915893555,-8.85757827758789,-9.152018547058105,-9.213260650634766,-9.034896850585938,-9.419368743896484,-9.663216590881348,-7.708693027496338,-9.910869598388672,-9.215731620788574,-9.773019790649414,-9.700704574584961,-11.82211971282959,-9.156192779541016,-9.767165184020996,-9.894460678100586,-7.518105983734131,-9.741433143615723,-9.195051193237305,-8.314539909362793,-8.891759872436523,-9.536953926086426,-9.638635635375977,-8.742834091186523,-9.885519981384277,-6.176738739013672,-7.3776774406433105,-8.66135311126709,-8.721454620361328,-13.131129264831543,-7.400206565856934,-9.044925689697266,-9.391135215759277,-11.830055236816406,-9.46127986907959,-7.549812316894531,-10.134586334228516,-10.312588691711426,-9.35062026977539,-8.495445251464844,-7.424836158752441,-9.440624237060547,-8.22225284576416,-9.69967269897461,-7.716220855712891,-7.524545669555664,-9.219329833984375,-8.41923999786377,-9.966915130615234,-12.945777893066406,-6.930986404418945,-9.895139694213867,-9.726274490356445,-10.144521713256836,-9.132610321044922,-7.4595417976379395,-7.534015655517578,-9.202169418334961,-8.590360641479492,-9.910317420959473,-9.33116340637207,-9.400217056274414,-9.26630973815918,-9.79643726348877,-7.639739036560059,-9.797983169555664,-8.05498218536377,-8.279613494873047,-9.017190933227539,-8.310993194580078,-8.472688674926758,-8.214999198913574
法務従事者,83750,67680,16070,-8.165560722351074,-11.338478088378906,-8.813671112060547,-11.503973960876465,-7.589321136474609,-8.969785690307617,-11.728887557983398,-11.370841026306152,-9.08279800415039,-10.16024398803711,-11.466161727905273,-9.480613708496094,-11.831452369689941,-7.930994510650635,-9.604510307312012,-7.503772735595703,-11.124959945678711,-7.046240329742432,-10.14872932434082,-8.748348236083984,-10.970861434936523,-9.395584106445312,-8.340518951416016,-8.990655899047852,-9.187968254089355,-13.091032981872559,-8.951738357543945,-8.802228927612305,-11.518439292907715,-8.318906784057617,-9.70334243774414,-12.357104301452637,-10.04055118560791,-10.81572151184082,-11.276314735412598,-10.036171913146973,-12.895730972290039,-10.733083724975586,-7.664127349853516,-9.960546493530273,-9.522642135620117,-7.382773399353027,-9.546243667602539,-9.600196838378906,-9.560178756713867,-9.474481582641602,-9.609400749206543,-8.147754669189453,-9.673141479492188,-7.518257141113281,-7.658039093017578,-8.576396942138672,-10.077041625976562,-9.194659233093262,-8.561461448669434,-11.169557571411133,-9.41108512878418,-9.601055145263672,-7.81134033203125,-8.085836410522461,-11.00001049041748,-8.951212882995605,-9.56218147277832,-9.790053367614746,-9.856033325195312,-9.632020950317383,-8.224410057067871,-9.566731452941895,-7.944435119628906,-8.643426895141602,-9.452094078063965,-10.802664756774902,-7.686717987060547,-9.621094703674316,-7.11464262008667,-7.678728103637695,-9.504497528076172,-7.986279487609863,-8.42221736907959,-12.650012016296387,-9.759882926940918,-9.470688819885254,-8.941991806030273,-9.708015441894531,-7.582458019256592,-8.35683822631836,-8.551589012145996,-10.152688980102539,-11.642427444458008,-9.115068435668945,-8.126051902770996,-9.779984474182129,-9.100787162780762,-7.028268337249756,-8.476325988769531,-8.679620742797852,-9.47980785369873,-8.95982551574707,-11.746108055114746,-8.417723655700684,-9.714439392089844,-8.121883392333984,-9.844935417175293,-7.894098281860352,-8.457220077514648,-8.030189514160156,-8.194005966186523,-9.181317329406738,-8.70882797241211,-7.211020469665527,-8.02750015258789,-8.952245712280273,-8.117308616638184,-8.38592529296875,-7.72905158996582,-9.049989700317383,-7.615562438964844,-9.315290451049805,-9.913557052612305,-7.6276164054870605,-10.442594528198242,-8.35798168182373,-8.375202178955078,-8.965819358825684,-7.747264385223389,-8.611928939819336,-7.023883819580078,-7.960437774658203,-8.553895950317383,-8.98023509979248,-8.417314529418945
裁判官，検察官，弁護士,33710,27510,6190,-6.964672565460205,-10.378618240356445,-8.468719482421875,-9.72855281829834,-8.524703979492188,-8.581278800964355,-10.177633285522461,-7.773895263671875,-7.899711608886719,-7.135305404663086,-7.905307292938232,-8.45804500579834,-5.169519901275635,-8.255152702331543,-8.431877136230469,-8.657169342041016,-8.421480178833008,-8.148111343383789,-9.357342720031738,-7.9413886070251465,-8.4055757522583,-9.227938652038574,-8.13690185546875,-8.128461837768555,-8.702720642089844,-7.767245292663574,-7.853693008422852,-8.694805145263672,-8.122095108032227,-8.245849609375,-8.687799453735352,-10.50739860534668,-8.926819801330566,-8.259247779846191,-8.512350082397461,-8.558292388916016,-9.280838012695312,-9.13648509979248,-8.811346054077148,-8.792731285095215,-8.445173263549805,-8.221904754638672,-9.528672218322754,-9.598398208618164,-9.313041687011719,-9.723369598388672,-9.454176902770996,-9.052921295166016,-9.350848197937012,-8.157782554626465,-7.626774311065674,-7.4460368156433105,-5.3024091720581055,-9.367956161499023,-6.776810646057129,-5.414440631866455,-8.314659118652344,-9.170187950134277,-7.69621467590332,-7.854412078857422,-8.411354064941406,-9.499765396118164,-9.374717712402344,-8.750214576721191,-9.4234037399292,-9.754796028137207,-7.689800262451172,-9.68049144744873,-8.44546127319336,-9.233818054199219,-9.085047721862793,-8.583175659179688,-8.492435455322266,-9.9072265625,-8.729270935058594,-7.547813415527344,-10.003945350646973,-9.429389953613281,-9.11982250213623,-9.084280014038086,-9.668192863464355,-8.690911293029785,-9.517057418823242,-10.045374870300293,-8.79916763305664,-7.542793273925781,-10.069964408874512,-9.173028945922852,-8.818317413330078,-7.795951843261719,-9.874459266662598,-9.771321296691895,-9.817975997924805,-8.44798469543457,-8.404899597167969,-9.548913955688477,-9.668510437011719,-7.803670406341553,-7.681387901306152,-8.352319717407227,-9.689985275268555,-7.289562225341797,-10.037900924682617,-7.1284027099609375,-8.888050079345703,-9.980752944946289,-8.158297538757324,-9.727147102355957,-7.205214500427246,-7.2912516593933105,-9.89569091796875,-7.924659729003906,-8.415477752685547,-9.176974296569824,-7.377281188964844,-8.984297752380371,-9.65623664855957,-9.1140775680542,-10.083488464355469,-9.275938034057617,-8.829766273498535,-9.034087181091309,-8.21998119354248,-8.71869945526123,-9.778585433959961,-7.19216251373291,-8.28824234008789,-9.732067108154297,-7.428783416748047,-9.623510360717773,-8.729156494140625
弁理士，司法書士,25560,20860,4710,-8.240238189697266,-9.141852378845215,-8.261310577392578,-7.157729148864746,-8.316722869873047,-7.5366530418396,-8.97319507598877,-10.035048484802246,-8.670076370239258,-8.722088813781738,-7.552525997161865,-7.9317145347595215,-7.579751968383789,-4.9061737060546875,-9.30251693725586,-9.554891586303711,-5.100264072418213,-5.262826442718506,-9.081489562988281,-5.028270721435547,-5.572154998779297,-9.218460083007812,-8.08426284790039,-8.023454666137695,-8.845222473144531,-8.95566177368164,-9.330110549926758,-8.913453102111816,-5.366553783416748,-5.268238067626953,-9.485684394836426,-10.614611625671387,-8.49834156036377,-5.5697550773620605,-5.299678325653076,-8.904245376586914,-10.164215087890625,-7.920112609863281,-8.368490219116211,-7.83559513092041,-7.41181755065918,-7.879941940307617,-9.545370101928711,-10.31335735321045,-9.46381664276123,-10.022178649902344,-9.431746482849121,-8.550496101379395,-10.153162956237793,-7.885830402374268,-10.013022422790527,-8.959654808044434,-9.314604759216309,-9.70715618133545,-4.367161750793457,-8.380340576171875,-9.545173645019531,-9.517138481140137,-8.413890838623047,-9.099547386169434,-9.473450660705566,-8.582630157470703,-9.107992172241211,-9.223468780517578,-8.6558198928833,-10.236781120300293,-3.934802770614624,-10.158172607421875,-8.141030311584473,-9.703524589538574,-8.82485580444336,-5.353600025177002,-8.109052658081055,-9.572084426879883,-10.245598793029785,-9.117938995361328,-10.204326629638672,-4.530956745147705,-10.32090950012207,-8.110488891601562,-10.739592552185059,-13.129170417785645,-8.51491928100586,-10.457732200622559,-8.916085243225098,-7.475503444671631,-8.740545272827148,-9.573238372802734,-8.037944793701172,-7.943188190460205,-7.8406758308410645,-9.860745429992676,-10.287626266479492,-7.611345291137695,-7.333273410797119,-10.585865020751953,-10.813519477844238,-7.467748641967773,-10.06107234954834,-8.029837608337402,-9.980473518371582,-8.214632987976074,-9.607848167419434,-7.225837230682373,-8.744221687316895,-8.280245780944824,-8.316466331481934,-9.442802429199219,-12.949063301086426,-10.365555763244629,-7.973193168640137,-8.268878936767578,-10.265270233154297,-8.995516777038574,-8.88927936553955,-10.859539031982422,-8.796741485595703,-8.091368675231934,-10.578424453735352,-7.923802852630615,-8.391359329223633,-8.045719146728516,-9.277912139892578,-8.001155853271484,-7.787572860717773,-8.352754592895508,-7.627415657043457,-7.452075004577637,-7.568940162658691,-8.476431846618652,-7.404150009155273
