職業,総数,男,女,正一の職業は,清の職業は,正雄の職業は,正の職業は,茂の職業は,武雄の職業は,正治の職業は,三郎の職業は,正夫の職業は,一郎の職業は,正二の職業は,義雄の職業は,正男の職業は,正三の職業は,勇の職業は,実の職業は,秀雄の職業は,辰雄の職業は,辰男の職業は,博の職業は,弘の職業は,進の職業は,武の職業は,一男の職業は,昭二の職業は,昭の職業は,和夫の職業は,昭一の職業は,昭三の職業は,幸雄の職業は,稔の職業は,明の職業は,昇の職業は,隆の職業は,勉の職業は,勝の職業は,勲の職業は,功の職業は,勝利の職業は,修の職業は,豊の職業は,誠の職業は,浩の職業は,徹の職業は,浩一の職業は,浩二の職業は,浩之の職業は,聡の職業は,剛の職業は,和彦の職業は,秀樹の職業は,哲也の職業は,直樹の職業は,達也の職業は,学の職業は,健一の職業は,淳の職業は,健の職業は,博之の職業は,英樹の職業は,崇の職業は,大輔の職業は,大介の職業は,亮の職業は,竜也の職業は,健太郎の職業は,洋平の職業は,健太の職業は,和也の職業は,翔の職業は,拓也の職業は,祐介の職業は,雄太の職業は,優の職業は,翔太の職業は,大樹の職業は,翔平の職業は,駿の職業は,大貴の職業は,貴大の職業は,大輝の職業は,翼の職業は,大地の職業は,亮太の職業は,拓哉の職業は,雄大の職業は,拓海の職業は,直人の職業は,康平の職業は,陸の職業は,海斗の職業は,一輝の職業は,涼太の職業は,匠の職業は,蓮の職業は,優斗の職業は,優太の職業は,颯太の職業は,大翔の職業は,太陽の職業は,悠斗の職業は,颯の職業は,輝の職業は,大和の職業は,空の職業は,陽向の職業は,悠人の職業は,悠太の職業は,瑛太の職業は,悠真の職業は,陽斗の職業は,颯真の職業は,歩夢の職業は,蒼空の職業は,大雅の職業は,樹の職業は,陽翔の職業は,陸斗の職業は,太一の職業は,海翔の職業は,湊の職業は,龍生の職業は,陽太の職業は,朝陽の職業は,悠の職業は,新の職業は,蒼の職業は,陽大の職業は,律の職業は,凪の職業は,碧の職業は
保健師,49110,1570,47550,-6.62402868270874,-10.036954879760742,-7.0730438232421875,-8.025540351867676,-7.743829727172852,-7.844661712646484,-8.769726753234863,-9.966512680053711,-8.035120964050293,-8.590046882629395,-7.059963226318359,-7.419544219970703,-8.412393569946289,-7.877111911773682,-9.415678024291992,-8.251192092895508,-7.837612152099609,-9.166597366333008,-9.017621040344238,-7.699857234954834,-7.1108503341674805,-9.365347862243652,-9.38364028930664,-8.421934127807617,-7.349868297576904,-7.814791202545166,-9.247095108032227,-7.453342437744141,-9.231889724731445,-7.468033790588379,-7.878680229187012,-9.848564147949219,-7.717593669891357,-7.499337196350098,-9.963476181030273,-9.245089530944824,-8.75863265991211,-8.28300666809082,-7.087153911590576,-8.748409271240234,-10.296794891357422,-7.285275936126709,-8.75660228729248,-8.140486717224121,-7.845807075500488,-8.316789627075195,-8.82260799407959,-8.909964561462402,-7.584941387176514,-9.132123947143555,-7.139094352722168,-7.848292350769043,-8.735475540161133,-8.955232620239258,-6.963280200958252,-7.762301921844482,-8.704238891601562,-7.754424095153809,-8.40919303894043,-8.186450004577637,-8.68881607055664,-8.640859603881836,-8.048285484313965,-8.873233795166016,-9.361396789550781,-8.890386581420898,-8.163680076599121,-9.578651428222656,-7.180362224578857,-9.071491241455078,-9.052111625671387,-7.832165718078613,-9.482709884643555,-8.750056266784668,-8.412446975708008,-8.902403831481934,-9.034372329711914,-9.733752250671387,-8.511860847473145,-6.316891670227051,-8.97418212890625,-8.681024551391602,-9.743368148803711,-9.333839416503906,-6.589711666107178,-7.816034317016602,-8.743823051452637,-8.812979698181152,-9.243134498596191,-10.085196495056152,-9.216024398803711,-8.986475944519043,-9.559456825256348,-7.0312886238098145,-9.720044136047363,-9.310819625854492,-9.50950813293457,-7.950948715209961,-8.955206871032715,-7.61267614364624,-9.30184555053711,-7.358593940734863,-8.953598976135254,-9.451547622680664,-8.184061050415039,-9.062628746032715,-7.463702201843262,-9.41341781616211,-8.432379722595215,-10.272570610046387,-9.15075397491455,-9.369537353515625,-10.169702529907227,-7.530614852905273,-7.784224510192871,-8.457942008972168,-8.473750114440918,-8.919050216674805,-8.900331497192383,-6.690000534057617,-8.389486312866211,-9.094320297241211,-9.669403076171875,-6.814676761627197,-9.787972450256348,-7.985766887664795,-7.632911682128906,-8.584748268127441,-10.258559226989746,-7.995606899261475,-8.540227890014648
助産師,27550,-,27550,-8.92309284210205,-10.246288299560547,-9.018197059631348,-9.251016616821289,-11.633448600769043,-9.360861778259277,-6.167020797729492,-10.384620666503906,-7.797782897949219,-9.389652252197266,-8.744043350219727,-9.141736030578613,-8.071470260620117,-7.262468338012695,-11.254571914672852,-10.754898071289062,-9.393434524536133,-10.692983627319336,-11.07967472076416,-8.707513809204102,-9.084356307983398,-11.17194938659668,-11.189291954040527,-8.227272033691406,-11.424386978149414,-11.42403793334961,-9.34933853149414,-11.646468162536621,-10.51158332824707,-11.276671409606934,-8.977788925170898,-9.359704971313477,-11.417641639709473,-9.398475646972656,-11.830851554870605,-11.554905891418457,-9.519946098327637,-8.482742309570312,-8.268841743469238,-10.983736991882324,-11.661606788635254,-8.145936965942383,-10.848258972167969,-8.884178161621094,-9.380694389343262,-11.562074661254883,-10.895161628723145,-11.378130912780762,-9.554481506347656,-9.972746849060059,-10.934560775756836,-7.384838104248047,-11.1112060546875,-11.076376914978027,-5.8094987869262695,-9.825008392333984,-10.916735649108887,-11.754201889038086,-9.951884269714355,-9.306192398071289,-9.859996795654297,-9.045316696166992,-8.951784133911133,-8.976106643676758,-11.370853424072266,-10.93082332611084,-9.612455368041992,-11.6326322555542,-10.658242225646973,-11.156198501586914,-10.73627758026123,-9.385692596435547,-12.113176345825195,-11.749311447143555,-10.957056999206543,-11.33733081817627,-9.658397674560547,-10.432427406311035,-11.062514305114746,-9.334534645080566,-10.917716026306152,-11.880261421203613,-6.915447235107422,-10.97848892211914,-10.620591163635254,-6.903293609619141,-9.73793888092041,-11.640422821044922,-11.223126411437988,-5.249956130981445,-10.766485214233398,-11.078032493591309,-11.907913208007812,-8.837626457214355,-10.007793426513672,-11.416847229003906,-11.670195579528809,-10.128471374511719,-10.55029010772705,-9.59949016571045,-11.310619354248047,-8.459460258483887,-11.538909912109375,-10.885688781738281,-10.98156452178955,-10.062225341796875,-11.43150806427002,-11.500997543334961,-10.07643985748291,-12.36160945892334,-9.954206466674805,-10.245796203613281,-12.599349975585938,-8.987504959106445,-9.010669708251953,-11.390880584716797,-9.828617095947266,-9.503275871276855,-9.598295211791992,-10.273052215576172,-9.63627815246582,-10.219740867614746,-9.931282043457031,-10.237900733947754,-12.300240516662598,-7.0521368980407715,-9.236089706420898,-9.569128036499023,-9.851369857788086,-10.082919120788574,-10.73275375366211
看護師（准看護師を含む）,1385950,106810,1279140,-0.09680072218179703,-11.579167366027832,-0.08261106163263321,-3.6824493408203125,-0.08192407339811325,-0.06734591722488403,-11.561302185058594,-11.335054397583008,-0.058027930557727814,-0.1434200257062912,-0.1211104765534401,-0.1090342253446579,-0.09802405536174774,-11.626520156860352,-0.11348992586135864,-5.0238356590271,-0.0833902508020401,-0.1116618812084198,-0.11410654336214066,-0.08459076285362244,-0.07402023673057556,-0.14727573096752167,-0.12048136442899704,-0.09441844373941422,-0.07753995805978775,-0.09383633732795715,-0.06770259141921997,-0.07267583161592484,-0.10189042240381241,-0.07802335172891617,-0.09476331621408463,-0.38562291860580444,-0.1180504560470581,-0.08191792666912079,-0.08876799046993256,-0.0993368849158287,-0.1836552619934082,-0.11375434696674347,-0.12390465289354324,-0.1029263436794281,-0.11198636889457703,-0.09156087785959244,-0.09010860323905945,-0.11166486889123917,-0.0799073874950409,-0.10177715867757797,-0.08039271831512451,-4.9809112548828125,-0.08353281766176224,-0.07304711639881134,-5.160617828369141,-0.06248043105006218,-0.06993311643600464,-0.06951352208852768,-0.09878647327423096,-0.08825811743736267,-4.848870277404785,-0.08653824031352997,-0.07657379657030106,-0.05391917750239372,-10.530376434326172,-0.08743464946746826,-0.10068442672491074,-0.08837412297725677,-0.10259836912155151,-0.07964542508125305,-0.06745156645774841,-0.07397949695587158,-0.0853441134095192,-0.09718868881464005,-0.0893607959151268,-0.09013953804969788,-0.0779440701007843,-4.9850568771362305,-0.08700156956911087,-0.0784432515501976,-0.08500321209430695,-10.280893325805664,-0.07644867897033691,-0.132764995098114,-0.08414527773857117,-0.11940593272447586,-10.481142044067383,-0.08187234401702881,-0.08152057975530624,-9.983155250549316,-0.11121571063995361,-0.05300520360469818,-0.10884863883256912,-0.1125214621424675,-0.10104545950889587,-0.08819328248500824,-0.08822821080684662,-0.08657180517911911,-0.07273546606302261,-0.08738341927528381,-0.08009820431470871,-0.09410785138607025,-0.1068691834807396,-10.346704483032227,-0.11867082864046097,-0.08844483643770218,-0.08687108755111694,-0.09432168304920197,-0.13131630420684814,-0.09442679584026337,-0.09396298974752426,-0.1084909439086914,-0.04549964517354965,-9.757997512817383,-0.09608064591884613,-0.12180157750844955,-0.08247901499271393,-0.16785240173339844,-0.07807958871126175,-10.401086807250977,-0.12346769869327545,-0.09819307178258896,-0.0826437696814537,-0.12907423079013824,-0.09011676907539368,-10.401057243347168,-0.07533929497003555,-0.06812606751918793,-5.4712677001953125,-0.0872010886669159,-0.1532576084136963,-0.12669292092323303,-0.15934288501739502,-0.11739365011453629,-0.09268219769001007
診療放射線技師,57490,42130,15360,-12.383934020996094,-14.670997619628906,-12.986372947692871,-11.84364128112793,-15.143290519714355,-12.630141258239746,-11.185129165649414,-14.910399436950684,-11.740074157714844,-13.30173110961914,-11.611409187316895,-13.367947578430176,-11.760194778442383,-12.028324127197266,-14.32157039642334,-13.844291687011719,-13.192007064819336,-14.53042984008789,-14.657337188720703,-13.53621768951416,-13.355531692504883,-15.24047565460205,-14.222375869750977,-11.986446380615234,-14.811197280883789,-14.909049987792969,-12.981539726257324,-14.94019889831543,-14.61884880065918,-15.013564109802246,-12.924264907836914,-12.72732162475586,-14.833727836608887,-13.31488037109375,-15.248245239257812,-14.943098068237305,-13.246448516845703,-12.8510103225708,-9.282285690307617,-15.087031364440918,-15.578211784362793,-11.3292875289917,-15.054326057434082,-13.2323579788208,-13.167956352233887,-14.986494064331055,-15.018589973449707,-15.205307960510254,-13.135873794555664,-12.295172691345215,-14.594340324401855,-11.482440948486328,-14.922830581665039,-15.231134414672852,-8.639354705810547,-13.296525001525879,-14.732043266296387,-15.005010604858398,-12.507631301879883,-13.074731826782227,-12.766374588012695,-12.944971084594727,-13.203398704528809,-13.214447021484375,-13.575421333312988,-15.481846809387207,-13.261112213134766,-16.09784507751465,-12.765006065368652,-15.272114753723145,-13.105949401855469,-13.129910469055176,-15.63390827178955,-15.717941284179688,-13.898322105407715,-15.326684951782227,-13.333930015563965,-14.004149436950684,-14.774008750915527,-12.061408996582031,-15.23501968383789,-13.77784538269043,-14.376619338989258,-15.797123908996582,-12.691828727722168,-9.827678680419922,-13.765390396118164,-15.485685348510742,-15.175589561462402,-14.549032211303711,-13.454380989074707,-15.266886711120605,-15.91654109954834,-10.942594528198242,-13.976243019104004,-15.789875030517578,-16.099943161010742,-12.798567771911621,-14.943459510803223,-11.312113761901855,-15.777935981750488,-11.210626602172852,-15.36630630493164,-14.726099014282227,-12.303010940551758,-13.812155723571777,-15.530792236328125,-16.0186767578125,-13.558148384094238,-15.2938232421875,-13.439352035522461,-13.593833923339844,-15.49466323852539,-11.09213638305664,-13.193360328674316,-13.872244834899902,-13.25996208190918,-13.155030250549316,-13.469063758850098,-12.968999862670898,-13.61587142944336,-12.550701141357422,-13.504691123962402,-12.170504570007324,-15.54947566986084,-11.42319107055664,-11.526771545410156,-13.161955833435059,-13.853628158569336,-12.059916496276855,-13.662569046020508
臨床検査技師,82720,22180,60530,-12.368691444396973,-14.287639617919922,-12.631850242614746,-11.602276802062988,-14.761212348937988,-12.55611515045166,-11.080625534057617,-14.757122039794922,-11.770925521850586,-13.598370552062988,-12.476336479187012,-12.533162117004395,-12.333929061889648,-11.496864318847656,-14.64450740814209,-13.085800170898438,-12.57520866394043,-14.173465728759766,-14.584681510925293,-12.86735725402832,-12.407062530517578,-14.97614574432373,-14.875628471374512,-12.614493370056152,-14.33169174194336,-14.728147506713867,-12.806195259094238,-14.421185493469238,-14.148962020874023,-14.349204063415527,-12.797826766967773,-14.074650764465332,-14.849325180053711,-13.139257431030273,-15.038175582885742,-15.052665710449219,-13.31284236907959,-14.424308776855469,-10.811826705932617,-14.10820198059082,-15.80917739868164,-11.464727401733398,-13.921850204467773,-13.17639446258545,-12.402488708496094,-14.786844253540039,-13.668307304382324,-14.410969734191895,-13.519797325134277,-11.37354850769043,-14.033644676208496,-11.160667419433594,-13.952066421508789,-14.196921348571777,-8.723912239074707,-13.088079452514648,-14.24614143371582,-15.027471542358398,-11.547454833984375,-12.356803894042969,-13.537444114685059,-12.627084732055664,-12.696682929992676,-12.853311538696289,-13.335211753845215,-14.413439750671387,-12.714814186096191,-14.915071487426758,-11.94364070892334,-14.717547416687012,-12.124495506286621,-12.476702690124512,-14.955604553222656,-14.78480052947998,-13.094278335571289,-14.464324951171875,-12.81188678741455,-14.285248756408691,-14.132966995239258,-11.996338844299316,-14.308703422546387,-14.50918197631836,-14.487881660461426,-14.73151683807373,-11.831345558166504,-9.285507202148438,-13.811637878417969,-14.866661071777344,-14.647651672363281,-14.288080215454102,-13.130680084228516,-14.31407642364502,-14.988452911376953,-11.569375991821289,-13.322062492370605,-14.624249458312988,-14.910836219787598,-12.96811580657959,-14.192652702331543,-10.447026252746582,-14.669690132141113,-12.39828872680664,-14.725264549255371,-14.634760856628418,-13.0501070022583,-13.32988452911377,-14.736640930175781,-14.854388236999512,-13.149816513061523,-15.130356788635254,-12.973746299743652,-13.01082706451416,-15.308364868164062,-11.665393829345703,-12.852296829223633,-13.687479019165039,-12.804353713989258,-12.575738906860352,-13.253332138061523,-12.864127159118652,-13.674092292785645,-12.488310813903809,-13.125938415527344,-12.461063385009766,-15.05073070526123,-11.449413299560547,-12.260845184326172,-12.773954391479492,-13.527230262756348,-13.949516296386719,-14.032170295715332
理学療法士，作業療法士,202540,107160,95390,-9.4674711227417,-11.316110610961914,-10.629929542541504,-10.107215881347656,-11.625419616699219,-9.640355110168457,-9.157367706298828,-11.68565559387207,-8.733098030090332,-10.896024703979492,-9.750884056091309,-10.4162015914917,-8.962308883666992,-9.204862594604492,-11.812277793884277,-10.932595252990723,-10.614106178283691,-11.316227912902832,-11.349104881286621,-10.627130508422852,-10.21042251586914,-11.873639106750488,-11.76230525970459,-9.178977966308594,-11.649311065673828,-11.74238109588623,-10.880354881286621,-11.721863746643066,-11.402565956115723,-11.862540245056152,-10.276212692260742,-9.778345108032227,-11.77169418334961,-10.787457466125488,-10.536624908447266,-12.105313301086426,-11.031780242919922,-10.177068710327148,-7.502873420715332,-10.566813468933105,-12.324319839477539,-8.923583984375,-10.604181289672852,-10.881974220275879,-10.846992492675781,-11.8102445602417,-10.727455139160156,-10.907034873962402,-10.502604484558105,-9.187309265136719,-10.703632354736328,-8.73779582977295,-10.832383155822754,-10.863078117370605,-5.519644737243652,-10.61417293548584,-10.94780158996582,-11.911629676818848,-9.139238357543945,-10.733810424804688,-10.616669654846191,-10.844596862792969,-10.964336395263672,-10.950970649719238,-10.006428718566895,-11.04110336303711,-11.034575462341309,-11.3363618850708,-9.5708589553833,-11.115126609802246,-9.559305191040039,-10.86594295501709,-12.111457824707031,-11.176698684692383,-9.902292251586914,-10.869110107421875,-11.171720504760742,-10.442705154418945,-10.804094314575195,-9.523323059082031,-10.948094367980957,-10.434568405151367,-10.741768836975098,-11.232087135314941,-9.25205135345459,-7.294265270233154,-10.807741165161133,-11.246769905090332,-10.654478073120117,-3.9604568481445312,-9.998406410217285,-11.013798713684082,-11.303632736206055,-9.094216346740723,-11.154403686523438,-11.229310989379883,-11.263596534729004,-9.281883239746094,-10.940592765808105,-8.985594749450684,-11.122300148010254,-9.628610610961914,-11.124573707580566,-11.329741477966309,-9.577156066894531,-11.08613109588623,-10.991182327270508,-11.172913551330566,-10.753348350524902,-11.357090950012207,-11.060242652893066,-10.898384094238281,-11.602761268615723,-9.151473999023438,-10.419986724853516,-10.570858001708984,-11.089452743530273,-10.718000411987305,-11.214300155639648,-9.740018844604492,-11.239646911621094,-9.601158142089844,-11.079572677612305,-9.479644775390625,-11.485523223876953,-8.46481704711914,-9.138702392578125,-10.813166618347168,-10.997883796691895,-10.658852577209473,-10.983758926391602
視能訓練士，言語聴覚士,26930,5570,21360,-12.908025741577148,-13.216191291809082,-13.589603424072266,-11.22087287902832,-14.665260314941406,-12.631030082702637,-11.888538360595703,-13.77137279510498,-12.182167053222656,-13.940473556518555,-11.236349105834961,-12.461569786071777,-12.13978385925293,-11.564020156860352,-13.878885269165039,-13.932347297668457,-13.059332847595215,-13.664266586303711,-13.656063079833984,-13.357608795166016,-13.885122299194336,-14.353273391723633,-13.763525009155273,-12.339288711547852,-14.414955139160156,-14.401811599731445,-13.056441307067871,-14.501083374023438,-13.620977401733398,-14.578701972961426,-12.769469261169434,-11.78946304321289,-14.198676109313965,-13.931451797485352,-13.390946388244629,-13.91225814819336,-13.156439781188965,-11.89721965789795,-8.809513092041016,-13.32391357421875,-14.831758499145508,-11.82009220123291,-12.760760307312012,-13.3509521484375,-13.221357345581055,-14.377777099609375,-12.850434303283691,-12.863057136535645,-14.11947250366211,-5.684450149536133,-12.8272066116333,-11.588403701782227,-12.872392654418945,-12.826647758483887,-9.29433536529541,-13.825017929077148,-13.205167770385742,-14.5350923538208,-5.5846781730651855,-12.62940502166748,-11.994386672973633,-12.709519386291504,-12.987850189208984,-12.958788871765137,-5.561849117279053,-13.42068862915039,-13.066998481750488,-14.092209815979004,-12.20984172821045,-12.99186897277832,-11.961149215698242,-13.309407234191895,-14.836342811584473,-13.657010078430176,-5.452641487121582,-12.5265474319458,-13.1417875289917,-13.72973918914795,-12.717711448669434,-11.877127647399902,-13.035305976867676,-12.492849349975586,-13.258753776550293,-13.499773979187012,-11.915749549865723,-5.806081771850586,-14.11644172668457,-13.881516456604004,-13.969112396240234,-12.940925598144531,-12.010363578796387,-13.175063133239746,-13.728877067565918,-11.160175323486328,-13.177603721618652,-13.451886177062988,-13.974166870117188,-11.705960273742676,-12.674910545349121,-10.914912223815918,-13.29220199584961,-10.698748588562012,-13.314983367919922,-13.45838737487793,-12.187603950500488,-13.022500038146973,-13.284197807312012,-13.630688667297363,-13.137358665466309,-14.391179084777832,-12.981289863586426,-11.389314651489258,-14.698349952697754,-12.337411880493164,-13.288743019104004,-12.515878677368164,-13.036323547363281,-12.64496898651123,-13.328478813171387,-11.866744041442871,-13.584546089172363,-12.097681045532227,-13.166625022888184,-12.560373306274414,-14.521153450012207,-11.575117111206055,-12.445302963256836,-12.467516899108887,-12.8605375289917,-14.336137771606445,-13.120532035827637
歯科衛生士,128740,230,128510,-9.325197219848633,-11.610645294189453,-9.678426742553711,-8.779184341430664,-11.684603691101074,-12.473642349243164,-9.191469192504883,-11.670947074890137,-8.916030883789062,-10.134552001953125,-10.1254301071167,-9.128292083740234,-9.21441650390625,-9.010198593139648,-11.668184280395508,-9.659326553344727,-10.603436470031738,-11.37010383605957,-11.500537872314453,-10.860051155090332,-10.069555282592773,-12.391124725341797,-11.658441543579102,-9.340085983276367,-11.501760482788086,-11.794034957885742,-10.418675422668457,-11.596500396728516,-11.241988182067871,-11.672192573547363,-10.45447826385498,-10.439461708068848,-11.814680099487305,-10.368058204650879,-12.728568077087402,-12.676878929138184,-10.214557647705078,-11.96745777130127,-6.965206146240234,-12.064997673034668,-13.142400741577148,-8.413312911987305,-11.825936317443848,-11.229743957519531,-10.541135787963867,-11.687837600708008,-11.672637939453125,-12.011109352111816,-10.156211853027344,-9.256053924560547,-11.328734397888184,-8.624900817871094,-11.541285514831543,-11.869203567504883,-6.873997211456299,-9.925777435302734,-11.69295597076416,-12.162429809570312,-8.69377613067627,-10.51564884185791,-10.132092475891113,-10.568511962890625,-10.587069511413574,-10.50461196899414,-10.664361953735352,-12.273550033569336,-10.653368949890137,-12.661816596984863,-10.040995597839355,-12.139264106750488,-9.908143043518066,-10.634653091430664,-12.617897033691406,-12.52684211730957,-10.36289119720459,-12.144927024841309,-10.776363372802734,-11.489770889282227,-11.4898042678833,-8.511669158935547,-12.097207069396973,-11.080770492553711,-11.33788776397705,-12.460591316223145,-9.494841575622559,-7.051736831665039,-11.218713760375977,-12.682164192199707,-12.615522384643555,-11.625510215759277,-10.895203590393066,-12.217056274414062,-12.671865463256836,-8.43919563293457,-11.126378059387207,-12.684253692626953,-12.807025909423828,-9.980090141296387,-11.658556938171387,-9.250628471374512,-12.915770530700684,-8.998261451721191,-12.488771438598633,-11.879859924316406,-10.156299591064453,-11.153417587280273,-12.773825645446777,-12.909133911132812,-3.4556093215942383,-13.219023704528809,-11.067526817321777,-9.976109504699707,-13.393635749816895,-9.048062324523926,-10.62705135345459,-10.835057258605957,-10.945469856262207,-10.842079162597656,-10.829447746276855,-10.19335651397705,-11.429944038391113,-9.82621955871582,-11.052929878234863,-9.255071640014648,-13.538029670715332,-9.311147689819336,-9.289041519165039,-10.77113151550293,-11.403205871582031,-11.059854507446289,-11.828590393066406
歯科技工士,39320,31990,7330,-100.0,-100.0,-100.0,-10.253737449645996,-100.0,-11.894848823547363,-10.617053985595703,-100.0,-7.311277389526367,-100.0,-9.387065887451172,-10.57733154296875,-7.5571184158325195,-10.42182731628418,-100.0,-11.053250312805176,-10.377819061279297,-100.0,-11.996967315673828,-100.0,-100.0,-100.0,-100.0,-7.470839500427246,-10.499911308288574,-10.401906967163086,-7.178434371948242,-10.385232925415039,-100.0,-100.0,-10.251751899719238,-100.0,-11.952644348144531,-100.0,-10.559765815734863,-12.47876262664795,-100.0,-10.319807052612305,-100.0,-100.0,-10.457257270812988,-10.410734176635742,-100.0,-100.0,-10.290512084960938,-10.136713027954102,-100.0,-100.0,-100.0,-7.192423343658447,-100.0,-7.391402244567871,-100.0,-100.0,-100.0,-100.0,-100.0,-11.900688171386719,-10.515625,-10.885332107543945,-100.0,-100.0,-10.619417190551758,-11.420019149780273,-11.872064590454102,-100.0,-7.178452014923096,-100.0,-100.0,-100.0,-11.781011581420898,-11.742177963256836,-100.0,-100.0,-7.05810022354126,-100.0,-10.836838722229004,-100.0,-100.0,-100.0,-100.0,-100.0,-6.9424920082092285,-100.0,-100.0,-7.051736831665039,-100.0,-100.0,-10.14985179901123,-7.502777099609375,-11.913101196289062,-100.0,-100.0,-100.0,-100.0,-7.11881685256958,-11.923916816711426,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-13.080638885498047,-100.0,-100.0,-100.0,-100.0,-10.836469650268555,-100.0,-10.817989349365234,-100.0,-100.0,-11.239825248718262,-100.0,-100.0,-10.791332244873047,-10.772010803222656,-10.793907165527344,-100.0,-12.733860969543457,-100.0,-100.0,-100.0,-100.0,-7.953876495361328,-11.087606430053711,-7.140050888061523,-100.0,-11.85110855102539,-12.274819374084473
栄養士,121310,5540,115770,-9.457930564880371,-10.932194709777832,-9.674409866333008,-10.85429859161377,-11.570170402526855,-9.192621231079102,-10.211750984191895,-11.299226760864258,-10.560958862304688,-10.505315780639648,-9.396977424621582,-8.063677787780762,-10.597553253173828,-9.173409461975098,-10.736209869384766,-11.367022514343262,-11.12470531463623,-10.48780632019043,-11.952778816223145,-10.130308151245117,-9.79407024383545,-11.511190414428711,-10.649113655090332,-10.704259872436523,-11.264654159545898,-11.59965991973877,-13.049521446228027,-11.43195629119873,-10.696209907531738,-11.938636779785156,-11.656998634338379,-9.094825744628906,-11.751786231994629,-10.187651634216309,-11.973084449768066,-12.3531494140625,-9.527734756469727,-10.111312866210938,-9.354726791381836,-11.386469841003418,-12.247941970825195,-10.094124794006348,-11.589380264282227,-10.466638565063477,-10.363753318786621,-11.631158828735352,-11.628867149353027,-11.76184368133545,-10.212847709655762,-12.173151016235352,-10.59976863861084,-9.77630615234375,-11.517342567443848,-12.053268432617188,-7.8282999992370605,-10.341983795166016,-11.356836318969727,-12.100693702697754,-11.875893592834473,-10.419964790344238,-10.319925308227539,-10.495871543884277,-10.517462730407715,-11.180862426757812,-12.305144309997559,-11.603811264038086,-10.34062385559082,-11.8709135055542,-11.06479549407959,-11.752421379089355,-12.080413818359375,-10.273880958557129,-11.984910011291504,-11.187527656555176,-11.273237228393555,-11.370678901672363,-12.047359466552734,-12.281736373901367,-11.435575485229492,-10.018000602722168,-11.4239501953125,-10.22314453125,-10.35334300994873,-11.8503999710083,-10.530116081237793,-11.266585350036621,-11.100178718566895,-11.024904251098633,-11.94096565246582,-10.691967964172363,-12.189714431762695,-11.488080978393555,-11.70407772064209,-8.949254035949707,-11.141483306884766,-12.421679496765137,-12.816793441772461,-10.499311447143555,-11.536447525024414,-9.551498413085938,-11.653669357299805,-9.409566879272461,-11.546592712402344,-10.570490837097168,-10.336063385009766,-11.705801010131836,-11.184052467346191,-11.843838691711426,-10.841574668884277,-13.049922943115234,-12.267637252807617,-10.982492446899414,-13.059978485107422,-9.817819595336914,-10.02159309387207,-10.301669120788574,-10.952604293823242,-12.002463340759277,-11.820974349975586,-10.221780776977539,-10.941666603088379,-10.770519256591797,-12.290335655212402,-9.50328540802002,-10.905961036682129,-10.111959457397461,-10.139875411987305,-12.316057205200195,-11.62376594543457,-10.74679183959961,-12.011131286621094
