,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
10,フミ,1913,1910,フミの職業は,フミの職種は,フミは何の仕事をしていますか？フミは,['フミの職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['フミの職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['フミは何の仕事をしていますか?フミは「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞く']
11,マサ,1913,1910,マサの職業は,マサの職種は,マサは何の仕事をしていますか？マサは,['マサの職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['マサの職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['マサは何の仕事をしていますか?マサは【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Aランク】']
12,きみ,1913,1910,きみの職業は,きみの職種は,きみは何の仕事をしていますか？きみは,['きみの職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['きみの職種は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['きみは何の仕事をしていますか?きみは「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。']
13,きよ,1914,1910,きよの職業は,きよの職種は,きよは何の仕事をしていますか？きよは,['きよの職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['きよの職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['きよは何の仕事をしていますか?きよは「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
14,キミ,1914,1910,キミの職業は,キミの職種は,キミは何の仕事をしていますか？キミは,['キミの職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['キミの職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['キミは何の仕事をしていますか?キミは「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。']
15,トミ,1914,1910,トミの職業は,トミの職種は,トミは何の仕事をしていますか？トミは,['トミの職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['トミの職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['トミは何の仕事をしていますか?トミは「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
16,光子,1914,1910,光子の職業は,光子の職種は,光子は何の仕事をしていますか？光子は,['光子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['光子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['光子は何の仕事をしていますか?光子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
17,清子,1915,1910,清子の職業は,清子の職種は,清子は何の仕事をしていますか？清子は,['清子の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」というのが、 実は、この「お前は、俺の言うことを聞け」というのが、'],['清子の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 俺は、お前が言うことを聞くのは、 俺の言うことを聞かないのは、 俺がお前を、お前が俺を、 俺がお前が俺'],['清子は何の仕事をしていますか?清子は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 ']
18,八重子,1916,1910,八重子の職業は,八重子の職種は,八重子は何の仕事をしていますか？八重子は,['八重子の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['八重子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['八重子は何の仕事をしていますか?八重子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
19,貞子,1916,1910,貞子の職業は,貞子の職種は,貞子は何の仕事をしていますか？貞子は,['貞子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['貞子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['貞子は何の仕事をしていますか?貞子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
20,愛子,1917,1910,愛子の職業は,愛子の職種は,愛子は何の仕事をしていますか？愛子は,['愛子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['愛子の職種は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['愛子は何の仕事をしていますか?愛子は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
21,美代子,1917,1910,美代子の職業は,美代子の職種は,美代子は何の仕事をしていますか？美代子は,['美代子の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」というのが、 実は、この「お前は、俺の言うことを聞け」というのが'],['美代子の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が'],['美代子は何の仕事をしていますか?美代子は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不幸にします。 相手を不幸にすると、 相手は、あなたを信頼し']
22,久子,1918,1910,久子の職業は,久子の職種は,久子は何の仕事をしていますか？久子は,['久子の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」という態度は、 実は、あなたが、自分の人生を生きていない証拠なのです。 自分の人生を生き'],['久子の職種は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」という態度は、 実は、上司が部下によくする態度なのです。 上司が部下によく'],['久子は何の仕事をしていますか?久子は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手をコントロールする言葉']
23,和子,1919,1910,和子の職業は,和子の職種は,和子は何の仕事をしていますか？和子は,['和子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['和子の職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザ N62665【Bランク】'],['和子は何の仕事をしていますか?和子は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
24,芳子,1920,1920,芳子の職業は,芳子の職種は,芳子は何の仕事をしていますか？芳子は,['芳子の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['芳子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['芳子は何の仕事をしていますか?芳子は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Aランク】']
25,君子,1920,1920,君子の職業は,君子の職種は,君子は何の仕事をしていますか？君子は,['君子の職業は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞く'],['君子の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['君子は何の仕事をしていますか?君子は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。']
26,幸子,1921,1920,幸子の職業は,幸子の職種は,幸子は何の仕事をしていますか？幸子は,['幸子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['幸子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['幸子は何の仕事をしていますか?幸子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
27,敏子,1921,1920,敏子の職業は,敏子の職種は,敏子は何の仕事をしていますか？敏子は,['敏子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['敏子の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が'],['敏子は何の仕事をしていますか?敏子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
28,信子,1924,1920,信子の職業は,信子の職種は,信子は何の仕事をしていますか？信子は,['信子の職業は「お前は、俺の嫁」 と、言ってくれたら、 どんなに幸せか。 と、思った事はありませんか? そんな、夢のような話が、 現実に、あるんです。 それが、この、 結婚相談所、 です。 結婚相談所は、 結婚を希望する独身'],['信子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['信子は何の仕事をしていますか?信子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
29,照子,1926,1920,照子の職業は,照子の職種は,照子は何の仕事をしていますか？照子は,['照子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['照子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['照子は何の仕事をしていますか?照子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
30,昭子,1927,1920,昭子の職業は,昭子の職種は,昭子は何の仕事をしていますか？昭子は,['昭子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['昭子の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['昭子は何の仕事をしていますか?昭子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
31,節子,1927,1920,節子の職業は,節子の職種は,節子は何の仕事をしていますか？節子は,['節子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['節子の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が'],['節子は何の仕事をしていますか?節子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
32,典子,1928,1920,典子の職業は,典子の職種は,典子は何の仕事をしていますか？典子は,['典子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['典子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['典子は何の仕事をしていますか?典子は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】']
33,孝子,1930,1930,孝子の職業は,孝子の職種は,孝子は何の仕事をしていますか？孝子は,['孝子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['孝子の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['孝子は何の仕事をしていますか?孝子は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
34,美智子,1931,1930,美智子の職業は,美智子の職種は,美智子は何の仕事をしていますか？美智子は,['美智子の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['美智子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['美智子は何の仕事をしていますか?美智子は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Aランク】']
35,洋子,1931,1930,洋子の職業は,洋子の職種は,洋子は何の仕事をしていますか？洋子は,['洋子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['洋子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['洋子は何の仕事をしていますか?洋子は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
36,弘子,1932,1930,弘子の職業は,弘子の職種は,弘子は何の仕事をしていますか？弘子は,['弘子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['弘子の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['弘子は何の仕事をしていますか?弘子は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
37,栄子,1935,1930,栄子の職業は,栄子の職種は,栄子は何の仕事をしていますか？栄子は,['栄子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['栄子の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['栄子は何の仕事をしていますか?栄子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
38,良子,1935,1930,良子の職業は,良子の職種は,良子は何の仕事をしていますか？良子は,['良子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['良子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['良子は何の仕事をしていますか?良子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
39,京子,1936,1930,京子の職業は,京子の職種は,京子は何の仕事をしていますか？京子は,['京子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['京子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['京子は何の仕事をしていますか?京子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
40,悦子,1936,1930,悦子の職業は,悦子の職種は,悦子は何の仕事をしていますか？悦子は,['悦子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['悦子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['悦子は何の仕事をしていますか?悦子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
41,紀子,1940,1940,紀子の職業は,紀子の職種は,紀子は何の仕事をしていますか？紀子は,['紀子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['紀子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['紀子は何の仕事をしていますか?紀子は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
42,恵子,1941,1940,恵子の職業は,恵子の職種は,恵子は何の仕事をしていますか？恵子は,['恵子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['恵子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['恵子は何の仕事をしていますか?恵子は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
43,勝子,1942,1940,勝子の職業は,勝子の職種は,勝子は何の仕事をしていますか？勝子は,['勝子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['勝子の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['勝子は何の仕事をしていますか?勝子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
44,恵美子,1947,1940,恵美子の職業は,恵美子の職種は,恵美子は何の仕事をしていますか？恵美子は,['恵美子の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['恵美子の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['恵美子は何の仕事をしていますか?恵美子は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
45,啓子,1948,1940,啓子の職業は,啓子の職種は,啓子は何の仕事をしていますか？啓子は,['啓子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['啓子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['啓子は何の仕事をしていますか?啓子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
46,久美子,1949,1940,久美子の職業は,久美子の職種は,久美子は何の仕事をしていますか？久美子は,['久美子の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['久美子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['久美子は何の仕事をしていますか?久美子は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
47,順子,1950,1950,順子の職業は,順子の職種は,順子は何の仕事をしていますか？順子は,['順子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['順子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['順子は何の仕事をしていますか?順子は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
48,由美子,1950,1950,由美子の職業は,由美子の職種は,由美子は何の仕事をしていますか？由美子は,['由美子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['由美子の職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['由美子は何の仕事をしていますか?由美子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
49,裕子,1955,1950,裕子の職業は,裕子の職種は,裕子は何の仕事をしていますか？裕子は,['裕子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['裕子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['裕子は何の仕事をしていますか?裕子は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
50,明美,1957,1950,明美の職業は,明美の職種は,明美は何の仕事をしていますか？明美は,['明美の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['明美の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['明美は何の仕事をしていますか?明美は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
51,智子,1959,1950,智子の職業は,智子の職種は,智子は何の仕事をしていますか？智子は,['智子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['智子の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['智子は何の仕事をしていますか?智子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
52,浩子,1960,1960,浩子の職業は,浩子の職種は,浩子は何の仕事をしていますか？浩子は,['浩子の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['浩子の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['浩子は何の仕事をしていますか?浩子は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
53,真由美,1961,1960,真由美の職業は,真由美の職種は,真由美は何の仕事をしていますか？真由美は,['真由美の職業は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['真由美の職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['真由美は何の仕事をしていますか?真由美は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
54,由美,1962,1960,由美の職業は,由美の職種は,由美は何の仕事をしていますか？由美は,['由美の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['由美の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['由美は何の仕事をしていますか?由美は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
55,ゆかり,1964,1960,ゆかりの職業は,ゆかりの職種は,ゆかりは何の仕事をしていますか？ゆかりは,['ゆかりの職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['ゆかりの職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザ N62665【Bランク】'],['ゆかりは何の仕事をしていますか?ゆかりは【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
