,men_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
10,正二,1913,1910,正二の職業は,正二の職種は,正二は何の仕事をしていますか？正二は,['正二の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」という態度は、 実は、相手をコントロールする上で、 非常に有効な手段なのです。 なぜ'],['正二の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が'],['正二は何の仕事をしていますか?正二は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手をコントロール']
11,義雄,1913,1910,義雄の職業は,義雄の職種は,義雄は何の仕事をしていますか？義雄は,['義雄の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分の言うことを聞かない人に対して、 イライラするのです。 イライラするから、 そのイライラをぶつける相手を探します。 そして、そのイライラをぶつける相手が'],['義雄の職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['義雄は何の仕事をしていますか?義雄は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞く']
12,正男,1913,1910,正男の職業は,正男の職種は,正男は何の仕事をしていますか？正男は,['正男の職業は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞く'],['正男の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が'],['正男は何の仕事をしていますか?正男は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手をコントロール']
13,正三,1914,1910,正三の職業は,正三の職種は,正三は何の仕事をしていますか？正三は,['正三の職業はお前らも、このスレに書き込むのはやめろよ。 俺は、お前らを、許さない。'],['正三の職種は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういう意味では、 この言葉は、 とても、 重い言葉です。 この言葉を、 言った人は、 この言葉を、 言った人の、 人生を、 背負うことになります。 '],['正三は何の仕事をしていますか?正三はタイトル: <0xE9><0x8C><0xA2>形平次捕物控 <0xE9><0x9A><0xB1>れん坊 野村胡堂 内容: 一 「もう宜いかい」 「まアだゞよ」 子供達はまた、<0xE9><0x9A><0xB1>れん坊に夢中でした。此邊は古い江戸の地圖にも、『植木']
14,勇,1914,1910,勇の職業は,勇の職種は,勇は何の仕事をしていますか？勇は,['勇の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['勇の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['勇は何の仕事をしていますか?勇は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
15,実,1914,1910,実の職業は,実の職種は,実は何の仕事をしていますか？実は,['実の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['実の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['実は何の仕事をしていますか?実は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。']
16,秀雄,1914,1910,秀雄の職業は,秀雄の職種は,秀雄は何の仕事をしていますか？秀雄は,['秀雄の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分の言うことを聞かない人に対して、 イライラするのです。 イライラするから、 そのイライラをぶつける相手を探します。 そして、そのイライラをぶつける相手が、'],['秀雄の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['秀雄は何の仕事をしていますか?秀雄は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
17,辰雄,1916,1910,辰雄の職業は,辰雄の職種は,辰雄は何の仕事をしていますか？辰雄は,['辰雄の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分の言うことを聞かない人に対して、 イライラするのです。 イライラするから、 そのイライラをぶつける相手を探します。 そして、そのイライラをぶつける相手が'],['辰雄の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['辰雄は何の仕事をしていますか?辰雄は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】']
18,辰男,1916,1910,辰男の職業は,辰男の職種は,辰男は何の仕事をしていますか？辰男は,['辰男の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」という態度は、 実は、あなたが、自分の人生を生きていない証拠なのです。 自分の人生'],['辰男の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['辰男は何の仕事をしていますか?辰男は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできると思っているのです。 相手をコントロールできるのは、 相手が自分をコントロールできるからです。 相手が自分を']
19,博,1917,1910,博の職業は,博の職種は,博は何の仕事をしていますか？博は,['博の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['博の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['博は何の仕事をしていますか?博は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできると思っているのです。 相手をコントロールできるのは、 相手が自分をコントロールできるからです。 相手が自分をコントロールできる']
20,弘,1919,1910,弘の職業は,弘の職種は,弘は何の仕事をしていますか？弘は,['弘の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['弘の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['弘は何の仕事をしていますか?弘は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
21,進,1923,1920,進の職業は,進の職種は,進は何の仕事をしていますか？進は,['進の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['進の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['進は何の仕事をしていますか?進は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできると思っているのです。 相手をコントロールできるのは、 相手が自分をコントロールできるからです。 相手が自分をコントロールできる']
22,武,1924,1920,武の職業は,武の職種は,武は何の仕事をしていますか？武は,['武の職業は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか'],['武の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞く'],['武は何の仕事をしていますか?武は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手をコントロールする言葉']
23,一男,1926,1920,一男の職業は,一男の職種は,一男は何の仕事をしていますか？一男は,['一男の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['一男の職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['一男は何の仕事をしていますか?一男は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手を']
24,昭二,1927,1920,昭二の職業は,昭二の職種は,昭二は何の仕事をしていますか？昭二は,['昭二の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['昭二の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['昭二は何の仕事をしていますか?昭二は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」というのが、 実は、この「お前は、俺']
25,昭,1927,1920,昭の職業は,昭の職種は,昭は何の仕事をしていますか？昭は,['昭の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['昭の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['昭は何の仕事をしていますか?昭は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
26,和夫,1927,1920,和夫の職業は,和夫の職種は,和夫は何の仕事をしていますか？和夫は,['和夫の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['和夫の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が'],['和夫は何の仕事をしていますか?和夫は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。']
27,昭一,1927,1920,昭一の職業は,昭一の職種は,昭一は何の仕事をしていますか？昭一は,['昭一の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['昭一の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['昭一は何の仕事をしていますか?昭一は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】']
28,昭三,1928,1920,昭三の職業は,昭三の職種は,昭三は何の仕事をしていますか？昭三は,['昭三の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['昭三の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['昭三は何の仕事をしていますか?昭三は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】']
29,幸雄,1930,1930,幸雄の職業は,幸雄の職種は,幸雄は何の仕事をしていますか？幸雄は,['幸雄の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['幸雄の職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['幸雄は何の仕事をしていますか?幸雄は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞く']
30,稔,1931,1930,稔の職業は,稔の職種は,稔は何の仕事をしていますか？稔は,['稔の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['稔の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['稔は何の仕事をしていますか?稔は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
31,明,1933,1930,明の職業は,明の職種は,明は何の仕事をしていますか？明は,['明の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['明の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['明は何の仕事をしていますか?明は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。']
32,昇,1934,1930,昇の職業は,昇の職種は,昇は何の仕事をしていますか？昇は,['昇の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['昇の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['昇は何の仕事をしていますか?昇は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできる と思っているのでしょうが、 相手は、あなたをコントロール できると思っているのです。 あなたは、相手をコントロール ']
33,隆,1935,1930,隆の職業は,隆の職種は,隆は何の仕事をしていますか？隆は,['隆の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['隆の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['隆は何の仕事をしていますか?隆は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」という態度は、 実は、あなたが、自分の人生を生きていない証拠']
34,勉,1936,1930,勉の職業は,勉の職種は,勉は何の仕事をしていますか？勉は,['勉の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['勉の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['勉は何の仕事をしていますか?勉は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
35,勝,1937,1930,勝の職業は,勝の職種は,勝は何の仕事をしていますか？勝は,['勝の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['勝の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['勝は何の仕事をしていますか?勝は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできると思っているのです。 相手をコントロールできるのは、 相手が自分をコントロールできるからです。 相手が自分をコントロールできる']
36,勲,1938,1930,勲の職業は,勲の職種は,勲は何の仕事をしていますか？勲は,['勲の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['勲の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['勲は何の仕事をしていますか?勲は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」という態度は、 実は、あなたが、自分の人生を生きていない証拠']
37,功,1938,1930,功の職業は,功の職種は,功は何の仕事をしていますか？功は,['功の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['功の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['功は何の仕事をしていますか?功は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
38,勝利,1943,1940,勝利の職業は,勝利の職種は,勝利は何の仕事をしていますか？勝利は,['勝利の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['勝利の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['勝利は何の仕事をしていますか?勝利は「お前は、俺の言うことを聞け」 と、命令する。 命令する。命令する。命令する。命令する。命令する。命令する。命令する。命令する。命令する。命令する。命令する。命令する。命令する。命令する。命令する。命令する。']
39,修,1945,1940,修の職業は,修の職種は,修は何の仕事をしていますか？修は,['修の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['修の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['修は何の仕事をしていますか?修は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできる と思っているのでしょうが、 相手は、あなたをコントロール できると思っているのです。 あなたは、相手をコントロール ']
40,豊,1946,1940,豊の職業は,豊の職種は,豊は何の仕事をしていますか？豊は,['豊の職業は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか'],['豊の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞く'],['豊は何の仕事をしていますか?豊は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手をコントロールする言葉']
41,誠,1949,1940,誠の職業は,誠の職種は,誠は何の仕事をしていますか？誠は,['誠の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['誠の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が'],['誠は何の仕事をしていますか?誠は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできると思っているのです。 相手をコントロールできるのは、 相手が自分をコントロールできるからです。 相手が自分をコントロールできる']
42,浩,1957,1950,浩の職業は,浩の職種は,浩は何の仕事をしていますか？浩は,['浩の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['浩の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['浩は何の仕事をしていますか?浩は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
43,徹,1958,1950,徹の職業は,徹の職種は,徹は何の仕事をしていますか？徹は,['徹の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['徹の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['徹は何の仕事をしていますか?徹は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
44,浩一,1960,1960,浩一の職業は,浩一の職種は,浩一は何の仕事をしていますか？浩一は,['浩一の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['浩一の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['浩一は何の仕事をしていますか?浩一は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできる と思っているのでしょうが、 相手は、あなたをコントロール できると思っているのです。 あなたは、相手をコントロール ']
45,浩二,1960,1960,浩二の職業は,浩二の職種は,浩二は何の仕事をしていますか？浩二は,['浩二の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分の言うことを聞かない人に対して、 イライラするのです。 イライラするから、 そのイライラをぶつける相手を探します。 そして、そのイライラをぶつける相手が、'],['浩二の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['浩二は何の仕事をしていますか?浩二は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできる と思っているのでしょうが、 相手は、あなたをコントロール できると思っているのです。 あなたは、相手をコントロール ']
46,浩之,1960,1960,浩之の職業は,浩之の職種は,浩之は何の仕事をしていますか？浩之は,['浩之の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['浩之の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['浩之は何の仕事をしていますか?浩之は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
47,聡,1960,1960,聡の職業は,聡の職種は,聡は何の仕事をしていますか？聡は,['聡の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['聡の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['聡は何の仕事をしていますか?聡は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そういうことを言う人は、 自分は、相手をコントロールできると思っているのです。 相手をコントロールできるのは、 相手が自分をコントロールできるからです。 相手が自分をコントロールできる']
