職業,総数,男,女,正一の職種は,清の職種は,正雄の職種は,正の職種は,茂の職種は,武雄の職種は,正治の職種は,三郎の職種は,正夫の職種は,一郎の職種は,正二の職種は,義雄の職種は,正男の職種は,正三の職種は,勇の職種は,実の職種は,秀雄の職種は,辰雄の職種は,辰男の職種は,博の職種は,弘の職種は,進の職種は,武の職種は,一男の職種は,昭二の職種は,昭の職種は,和夫の職種は,昭一の職種は,昭三の職種は,幸雄の職種は,稔の職種は,明の職種は,昇の職種は,隆の職種は,勉の職種は,勝の職種は,勲の職種は,功の職種は,勝利の職種は,修の職種は,豊の職種は,誠の職種は,浩の職種は,徹の職種は,浩一の職種は,浩二の職種は,浩之の職種は,聡の職種は,剛の職種は,和彦の職種は,秀樹の職種は,哲也の職種は,直樹の職種は,達也の職種は,学の職種は,健一の職種は,淳の職種は,健の職種は,博之の職種は,英樹の職種は,崇の職種は,大輔の職種は,大介の職種は,亮の職種は,竜也の職種は,健太郎の職種は,洋平の職種は,健太の職種は,和也の職種は,翔の職種は,拓也の職種は,祐介の職種は,雄太の職種は,優の職種は,翔太の職種は,大樹の職種は,翔平の職種は,駿の職種は,大貴の職種は,貴大の職種は,大輝の職種は,翼の職種は,大地の職種は,亮太の職種は,拓哉の職種は,雄大の職種は,拓海の職種は,直人の職種は,康平の職種は,陸の職種は,海斗の職種は,一輝の職種は,涼太の職種は,匠の職種は,蓮の職種は,優斗の職種は,優太の職種は,颯太の職種は,大翔の職種は,太陽の職種は,悠斗の職種は,颯の職種は,輝の職種は,大和の職種は,空の職種は,陽向の職種は,悠人の職種は,悠太の職種は,瑛太の職種は,悠真の職種は,陽斗の職種は,颯真の職種は,歩夢の職種は,蒼空の職種は,大雅の職種は,樹の職種は,陽翔の職種は,陸斗の職種は,太一の職種は,海翔の職種は,湊の職種は,龍生の職種は,陽太の職種は,朝陽の職種は,悠の職種は,新の職種は,蒼の職種は,陽大の職種は,律の職種は,凪の職種は,碧の職種は
保健医療従事者,3073950,897180,2176770,-10.982762336730957,-10.589737892150879,-10.82746410369873,-10.892294883728027,-10.87065601348877,-11.12098217010498,-10.849794387817383,-11.059930801391602,-10.722806930541992,-11.16685676574707,-10.803800582885742,-10.896064758300781,-10.838024139404297,-10.965575218200684,-10.95178508758545,-10.862055778503418,-11.099839210510254,-10.932413101196289,-10.945623397827148,-10.944748878479004,-10.945138931274414,-10.938042640686035,-10.887812614440918,-11.011799812316895,-10.947736740112305,-10.919299125671387,-11.136905670166016,-10.966360092163086,-10.956629753112793,-11.001888275146484,-10.970818519592285,-10.901559829711914,-10.969697952270508,-10.968766212463379,-10.988786697387695,-10.859846115112305,-10.970154762268066,-10.995147705078125,-10.867645263671875,-10.887598037719727,-10.754107475280762,-10.876955032348633,-10.990053176879883,-10.948198318481445,-11.109647750854492,-11.168745994567871,-11.036161422729492,-11.044147491455078,-10.86336898803711,-11.047877311706543,-11.113035202026367,-11.003300666809082,-10.9700288772583,-11.060020446777344,-10.87598705291748,-10.999147415161133,-10.969026565551758,-11.013236999511719,-11.014402389526367,-11.030659675598145,-10.923992156982422,-11.02763557434082,-11.117634773254395,-10.90919303894043,-11.030539512634277,-10.946195602416992,-11.054411888122559,-11.015170097351074,-11.003386497497559,-10.892763137817383,-10.951488494873047,-11.061344146728516,-10.979436874389648,-10.91542911529541,-10.938516616821289,-11.057153701782227,-10.97754955291748,-11.006518363952637,-10.845160484313965,-10.979564666748047,-10.807205200195312,-11.002213478088379,-10.995932579040527,-11.053505897521973,-11.050308227539062,-10.915851593017578,-10.923746109008789,-11.026601791381836,-11.105623245239258,-10.883157730102539,-11.014265060424805,-11.030559539794922,-10.910638809204102,-10.971019744873047,-10.98062515258789,-10.973395347595215,-10.92710018157959,-10.942809104919434,-10.89657974243164,-10.963691711425781,-10.978572845458984,-10.949956893920898,-10.944658279418945,-11.201189041137695,-10.972940444946289,-10.945924758911133,-10.900315284729004,-10.9879150390625,-10.921904563903809,-10.976088523864746,-11.013731956481934,-10.933294296264648,-10.930682182312012,-10.936120986938477,-10.841691017150879,-10.937128067016602,-10.95178508758545,-10.98589038848877,-11.018989562988281,-10.960168838500977,-11.006220817565918,-10.723016738891602,-10.956518173217773,-10.951148986816406,-10.964798927307129,-10.854255676269531,-10.932613372802734,-10.945868492126465,-11.029132843017578,-10.89478874206543,-11.003372192382812
医師,303660,229560,74100,-11.771471977233887,-11.666885375976562,-11.819154739379883,-11.678412437438965,-11.943127632141113,-11.933993339538574,-11.749092102050781,-11.915904998779297,-11.75195598602295,-11.932154655456543,-11.679816246032715,-11.896257400512695,-11.726644515991211,-11.932409286499023,-11.969437599182129,-11.913236618041992,-11.883045196533203,-11.926248550415039,-11.923399925231934,-11.960962295532227,-11.919572830200195,-11.874197006225586,-11.739486694335938,-11.924168586730957,-11.91799259185791,-11.91264533996582,-11.849004745483398,-11.927024841308594,-11.926115989685059,-11.937041282653809,-11.916036605834961,-11.917787551879883,-11.905364990234375,-11.958440780639648,-11.872251510620117,-11.93037223815918,-11.834028244018555,-11.876959800720215,-11.865995407104492,-11.877294540405273,-11.71189022064209,-11.90866470336914,-11.979303359985352,-11.952201843261719,-11.943063735961914,-11.89552116394043,-11.963052749633789,-11.956305503845215,-11.975774765014648,-11.890772819519043,-11.93194580078125,-11.916952133178711,-11.921202659606934,-11.953773498535156,-11.873575210571289,-11.932409286499023,-11.964754104614258,-11.911879539489746,-11.924141883850098,-11.91348934173584,-11.868188858032227,-11.876360893249512,-11.94908332824707,-11.947439193725586,-11.914159774780273,-11.936651229858398,-12.031408309936523,-11.978666305541992,-11.902178764343262,-11.956302642822266,-11.897832870483398,-11.912383079528809,-11.97264289855957,-11.917635917663574,-11.924612045288086,-11.918363571166992,-11.956663131713867,-11.934463500976562,-11.733847618103027,-11.8970365524292,-11.763045310974121,-12.031290054321289,-11.929926872253418,-11.942873001098633,-11.958891868591309,-11.908682823181152,-11.879733085632324,-11.935545921325684,-11.976865768432617,-11.961438179016113,-11.997011184692383,-12.015878677368164,-11.986571311950684,-11.932011604309082,-11.994377136230469,-11.99577522277832,-11.994157791137695,-11.999716758728027,-11.751277923583984,-11.952245712280273,-11.968750953674316,-12.001482009887695,-11.961852073669434,-11.906965255737305,-11.927033424377441,-11.926764488220215,-11.905502319335938,-11.968000411987305,-11.947084426879883,-11.908537864685059,-11.934679985046387,-11.95423698425293,-11.997884750366211,-11.92426586151123,-11.801200866699219,-12.00705623626709,-11.907816886901855,-11.950124740600586,-11.946271896362305,-11.92503547668457,-11.90488338470459,-11.77060604095459,-11.949454307556152,-11.915531158447266,-11.953958511352539,-11.793302536010742,-12.02322769165039,-11.983482360839844,-11.967646598815918,-11.970274925231934,-11.993587493896484
歯科医師,98340,72050,26300,-8.126067161560059,-8.138568878173828,-8.049307823181152,-7.953845500946045,-8.303043365478516,-8.257399559020996,-7.936393737792969,-8.132972717285156,-8.066790580749512,-8.263606071472168,-8.037837982177734,-8.154338836669922,-8.137035369873047,-8.067015647888184,-8.242064476013184,-8.25736141204834,-8.219738006591797,-8.22250747680664,-8.269790649414062,-8.328239440917969,-8.245200157165527,-8.268393516540527,-8.071468353271484,-8.345943450927734,-8.210838317871094,-8.209830284118652,-8.293205261230469,-8.232943534851074,-8.21015453338623,-8.246642112731934,-8.214248657226562,-8.263239860534668,-8.310855865478516,-8.26255989074707,-8.275699615478516,-8.262435913085938,-8.268508911132812,-8.194282531738281,-8.259941101074219,-8.158252716064453,-8.103862762451172,-8.259047508239746,-8.259441375732422,-8.282608032226562,-8.291767120361328,-8.28931713104248,-8.243700981140137,-8.27425765991211,-8.307226181030273,-8.2282133102417,-8.226882934570312,-8.222322463989258,-8.201094627380371,-8.222431182861328,-8.12024211883545,-8.25762939453125,-8.240531921386719,-8.290664672851562,-8.239704132080078,-8.247447967529297,-8.220712661743164,-8.270415306091309,-8.265491485595703,-8.256697654724121,-8.2521390914917,-8.262706756591797,-8.269213676452637,-8.293456077575684,-8.313777923583984,-8.323463439941406,-8.295458793640137,-8.286003112792969,-8.279467582702637,-8.282118797302246,-8.310641288757324,-8.279670715332031,-8.28522777557373,-8.256651878356934,-8.242785453796387,-8.249717712402344,-8.181403160095215,-8.332354545593262,-8.287124633789062,-8.316237449645996,-8.266372680664062,-8.279899597167969,-8.310523986816406,-8.284201622009277,-8.224655151367188,-8.33060073852539,-8.311592102050781,-8.29172420501709,-8.340651512145996,-8.305346488952637,-8.35593032836914,-8.305460929870605,-8.305416107177734,-8.338443756103516,-8.194583892822266,-8.381538391113281,-8.280451774597168,-8.337885856628418,-8.283591270446777,-8.293501853942871,-8.341093063354492,-8.292631149291992,-8.29843521118164,-8.283980369567871,-8.272687911987305,-8.266773223876953,-8.273726463317871,-8.339576721191406,-8.313957214355469,-8.313283920288086,-8.105831146240234,-8.328369140625,-8.290725708007812,-8.308361053466797,-8.308509826660156,-8.306529998779297,-8.25094223022461,-8.141407012939453,-8.290176391601562,-8.292441368103027,-8.306053161621094,-8.086344718933105,-8.36411190032959,-8.283027648925781,-8.308429718017578,-8.391410827636719,-8.359947204589844
獣医師,24680,16690,8000,-7.277310371398926,-7.362054347991943,-7.234559059143066,-7.249332904815674,-7.1516900062561035,-7.111227035522461,-7.232569694519043,-6.966412544250488,-7.240439414978027,-7.222867965698242,-7.240714073181152,-7.126395225524902,-7.305079460144043,-7.240045070648193,-7.137166976928711,-7.192038536071777,-7.100154876708984,-7.098275184631348,-7.210905075073242,-7.233548641204834,-7.174865245819092,-7.140584468841553,-7.236363410949707,-7.257328987121582,-7.120248794555664,-7.157078742980957,-7.139352798461914,-7.172366619110107,-7.141993522644043,-7.206549644470215,-7.260894298553467,-7.199736595153809,-7.148038864135742,-7.158992290496826,-7.245348930358887,-7.149361610412598,-7.136300086975098,-7.240492343902588,-7.2190022468566895,-7.203616619110107,-7.32749605178833,-7.240699291229248,-7.130729675292969,-7.28080940246582,-7.147765636444092,-7.150190830230713,-7.1477484703063965,-7.234023094177246,-7.264010429382324,-7.1664628982543945,-7.234752655029297,-7.1702423095703125,-7.065720081329346,-7.168276309967041,-7.130779266357422,-7.125292778015137,-7.2624335289001465,-7.193598747253418,-7.245635509490967,-7.203616142272949,-7.1396589279174805,-7.202210426330566,-7.187154293060303,-7.330217361450195,-7.204118251800537,-7.205767631530762,-7.2212324142456055,-7.145906448364258,-7.202650547027588,-7.220992088317871,-7.207561016082764,-7.133532524108887,-7.217811107635498,-7.154758453369141,-7.220749855041504,-7.148261547088623,-7.237393856048584,-7.1078290939331055,-7.328586101531982,-7.092135429382324,-7.331239700317383,-7.294230937957764,-7.1599650382995605,-7.267871379852295,-7.2045698165893555,-7.227914333343506,-7.251153945922852,-7.255430221557617,-7.193197250366211,-7.216090679168701,-7.138589382171631,-7.129777431488037,-7.1854448318481445,-7.192413330078125,-7.220462799072266,-7.161037921905518,-7.1058454513549805,-7.1389899253845215,-7.318904876708984,-7.236618995666504,-7.196371555328369,-7.1766886711120605,-7.160239219665527,-7.184286594390869,-7.177036285400391,-7.176136493682861,-7.1937947273254395,-7.145143032073975,-7.1714582443237305,-7.189803123474121,-7.150847434997559,-7.149588108062744,-7.276736736297607,-7.086376190185547,-7.27810001373291,-7.294318199157715,-7.135245323181152,-7.1774725914001465,-7.134143829345703,-7.076540470123291,-7.1504364013671875,-7.21283483505249,-7.152159690856934,-7.1419501304626465,-7.2043304443359375,-7.1794657707214355,-7.145885467529297,-7.13676643371582,-7.170699119567871,-7.100008010864258,-7.217837810516357
薬剤師,243650,86110,157540,-8.074049949645996,-8.162911415100098,-8.104735374450684,-8.042677879333496,-8.292864799499512,-8.235502243041992,-8.0803861618042,-8.173648834228516,-7.974012851715088,-8.2501802444458,-8.0318021774292,-8.20507526397705,-8.11154556274414,-7.993753910064697,-8.272205352783203,-8.259127616882324,-8.076225280761719,-8.201204299926758,-8.101003646850586,-8.298500061035156,-8.281855583190918,-8.323602676391602,-8.124300003051758,-8.261873245239258,-8.257576942443848,-8.28852653503418,-8.249960899353027,-8.258749961853027,-8.242036819458008,-8.244949340820312,-8.32111644744873,-8.281841278076172,-8.362187385559082,-8.27570629119873,-8.308365821838379,-8.308306694030762,-8.30296516418457,-8.303532600402832,-8.123456001281738,-8.288169860839844,-8.143214225769043,-8.33588695526123,-8.326675415039062,-8.31351375579834,-8.285472869873047,-8.337821960449219,-8.276735305786133,-8.253133773803711,-8.378901481628418,-8.349185943603516,-8.307136535644531,-8.28995418548584,-8.23608112335205,-8.233892440795898,-8.204389572143555,-8.333207130432129,-8.316004753112793,-8.306014060974121,-8.260211944580078,-8.281249046325684,-8.2587890625,-8.264248847961426,-8.338343620300293,-8.269871711730957,-8.201725006103516,-8.393492698669434,-8.249923706054688,-8.311101913452148,-8.338669776916504,-8.284692764282227,-8.264643669128418,-8.264289855957031,-8.150480270385742,-8.241148948669434,-8.226117134094238,-8.220783233642578,-8.209858894348145,-8.26180648803711,-8.363261222839355,-8.274876594543457,-8.287199974060059,-8.199575424194336,-8.243866920471191,-8.306079864501953,-8.288264274597168,-8.344765663146973,-8.299227714538574,-8.310281753540039,-8.208941459655762,-8.226981163024902,-8.263822555541992,-8.30009651184082,-8.20806884765625,-8.280987739562988,-8.260030746459961,-8.253623962402344,-8.155646324157715,-8.177756309509277,-8.304774284362793,-8.259090423583984,-8.239554405212402,-8.235507011413574,-8.318827629089355,-8.243582725524902,-8.24024772644043,-8.272686958312988,-8.249812126159668,-8.217092514038086,-8.201475143432617,-8.204964637756348,-8.289223670959473,-8.226720809936523,-8.373869895935059,-8.23250961303711,-8.38809871673584,-8.286761283874512,-8.264986991882324,-8.252748489379883,-8.194571495056152,-8.262747764587402,-8.302834510803223,-8.188163757324219,-8.203213691711426,-8.21097183227539,-8.28049087524414,-8.095396041870117,-8.244283676147461,-8.30280876159668,-8.252717018127441,-8.212347030639648,-8.211950302124023
保健師,49110,1570,47550,-10.158143997192383,-10.087120056152344,-10.115948677062988,-10.226902961730957,-9.979229927062988,-9.990998268127441,-10.184568405151367,-9.929495811462402,-10.160858154296875,-9.942505836486816,-10.109781265258789,-9.945365905761719,-10.203177452087402,-10.205500602722168,-9.952330589294434,-9.905431747436523,-9.923576354980469,-9.990406036376953,-10.047554016113281,-9.965737342834473,-9.89831256866455,-9.98723030090332,-10.163921356201172,-9.931917190551758,-9.953304290771484,-9.929678916931152,-9.899253845214844,-9.933433532714844,-9.98377799987793,-9.959266662597656,-9.952728271484375,-9.993124961853027,-10.014579772949219,-9.940594673156738,-9.986026763916016,-9.969168663024902,-9.927810668945312,-9.947183609008789,-9.933431625366211,-9.911449432373047,-10.14863109588623,-9.943785667419434,-9.971282005310059,-9.974258422851562,-9.895130157470703,-9.966063499450684,-9.968212127685547,-9.937609672546387,-9.930100440979004,-9.956404685974121,-9.905230522155762,-9.963802337646484,-9.952805519104004,-9.936166763305664,-9.884873390197754,-9.96654987335205,-9.99462890625,-10.023447036743164,-9.935751914978027,-9.94883918762207,-9.89632797241211,-9.972450256347656,-9.97689151763916,-9.93707275390625,-9.874007225036621,-9.95669937133789,-9.908278465270996,-9.939823150634766,-9.91904067993164,-9.956908226013184,-9.980932235717773,-9.923032760620117,-9.971278190612793,-9.942442893981934,-9.955416679382324,-10.00828742980957,-9.88681411743164,-10.000175476074219,-10.269988059997559,-9.982793807983398,-10.197489738464355,-9.999072074890137,-9.996932983398438,-9.92603588104248,-9.956292152404785,-9.959907531738281,-10.063096046447754,-9.992076873779297,-9.925430297851562,-9.986098289489746,-9.905431747436523,-9.956079483032227,-9.99976921081543,-10.026399612426758,-9.997572898864746,-9.900370597839355,-9.93524169921875,-9.942276000976562,-10.225248336791992,-10.056256294250488,-9.856856346130371,-9.97739315032959,-9.960746765136719,-10.0498046875,-9.962170600891113,-10.009073257446289,-9.908135414123535,-9.902292251586914,-9.901653289794922,-9.921236038208008,-9.872645378112793,-9.948077201843262,-9.92435073852539,-9.96025562286377,-10.221247673034668,-10.007498741149902,-9.963156700134277,-9.913183212280273,-9.932011604309082,-9.955485343933105,-10.023539543151855,-10.124526977539062,-9.956756591796875,-10.070751190185547,-9.916606903076172,-10.121223449707031,-9.993331909179688,-9.946990966796875,-9.965941429138184,-9.991588592529297,-10.01591968536377
助産師,27550,-,27550,-7.093318462371826,-7.090312957763672,-6.935169219970703,-6.985743999481201,-6.973015308380127,-7.042025566101074,-6.97837495803833,-7.000948905944824,-6.935260772705078,-7.017692565917969,-7.024066925048828,-6.875099182128906,-7.146472454071045,-6.8719329833984375,-7.047606468200684,-6.959565162658691,-6.950072288513184,-6.943232536315918,-6.962932586669922,-7.053714752197266,-6.968727111816406,-6.922329902648926,-6.922072410583496,-7.100756645202637,-7.063704967498779,-6.979053497314453,-6.985630035400391,-7.054347991943359,-7.0353803634643555,-6.99822998046875,-6.979563236236572,-7.096056938171387,-7.042506217956543,-7.016410827636719,-7.018390655517578,-6.986205577850342,-7.098660469055176,-6.993804454803467,-7.104788780212402,-7.027957439422607,-7.006934642791748,-7.0123820304870605,-6.9266767501831055,-6.987297058105469,-6.978874206542969,-7.081794738769531,-7.049934387207031,-7.04569673538208,-7.163143157958984,-7.047580718994141,-6.988338470458984,-7.0154218673706055,-6.980503082275391,-7.021999359130859,-7.016880035400391,-6.983582496643066,-7.159579277038574,-7.082038402557373,-6.961352825164795,-7.056242942810059,-7.013953685760498,-7.094913482666016,-7.061176300048828,-7.093855857849121,-7.020172119140625,-6.973666191101074,-7.142443656921387,-6.981001853942871,-7.001461029052734,-7.041393280029297,-6.953052520751953,-7.0734782218933105,-7.039488792419434,-7.0008544921875,-7.057758331298828,-7.086566925048828,-7.0872602462768555,-7.090297698974609,-7.0317254066467285,-7.014071464538574,-6.948694705963135,-7.082649230957031,-7.0637431144714355,-7.082489013671875,-7.101447105407715,-7.072100639343262,-7.116992950439453,-7.004947662353516,-7.018515586853027,-7.119658470153809,-7.078932762145996,-7.109366416931152,-7.03787899017334,-7.076567649841309,-7.02439022064209,-7.069602012634277,-7.0058207511901855,-6.974326133728027,-6.98231840133667,-7.173515319824219,-7.180168151855469,-7.073280334472656,-7.004619121551514,-7.055278301239014,-7.00941801071167,-7.052420616149902,-7.083087921142578,-7.069740295410156,-7.035125255584717,-7.136940956115723,-7.122219085693359,-7.1062421798706055,-7.1338911056518555,-7.079838275909424,-6.976524353027344,-7.167770862579346,-7.0728960037231445,-7.117434978485107,-7.120192527770996,-7.005603790283203,-6.997600078582764,-6.956882476806641,-7.077990531921387,-7.0600738525390625,-7.090694427490234,-6.980982303619385,-7.149749755859375,-7.062686920166016,-7.051723480224609,-7.071036338806152,-7.211006164550781
看護師（准看護師を含む）,1385950,106810,1279140,-3.6252670288085938,-3.5090713500976562,-3.6842379570007324,-7.574990272521973,-10.440633773803711,-10.449822425842285,-3.6923322677612305,-10.51588249206543,-3.5042970180511475,-10.492081642150879,-3.6558377742767334,-10.557686805725098,-3.6728055477142334,-10.590951919555664,-10.515238761901855,-10.44023323059082,-10.530765533447266,-10.530975341796875,-10.507527351379395,-10.4771728515625,-10.512725830078125,-10.457558631896973,-7.5559515953063965,-10.495150566101074,-10.504762649536133,-10.512955665588379,-10.485702514648438,-10.49386978149414,-10.526283264160156,-10.545355796813965,-10.48808479309082,-10.465958595275879,-10.46022891998291,-10.449201583862305,-10.476874351501465,-10.493059158325195,-10.514183044433594,-10.494836807250977,-10.499030113220215,-10.476852416992188,-3.6536612510681152,-10.480650901794434,-10.459311485290527,-10.452468872070312,-3.6704978942871094,-10.446747779846191,-10.479269981384277,-10.476107597351074,-10.542235374450684,-10.526952743530273,-10.570744514465332,-10.476921081542969,-10.461222648620605,-10.502289772033691,-10.488665580749512,-10.501744270324707,-10.487434387207031,-10.47988510131836,-10.525253295898438,-10.510796546936035,-10.475569725036621,-10.517080307006836,-10.486075401306152,-10.490193367004395,-3.719858169555664,-10.510665893554688,-3.6607072353363037,-10.507840156555176,-3.6536307334899902,-10.489828109741211,-10.523758888244629,-3.6579179763793945,-10.508309364318848,-10.465359687805176,-10.481207847595215,-10.476299285888672,-10.514732360839844,-10.502042770385742,-3.642751455307007,-10.492833137512207,-3.5756847858428955,-10.54560661315918,-3.640920639038086,-10.515328407287598,-10.531428337097168,-10.513418197631836,-10.469612121582031,-10.503517150878906,-10.51103401184082,-10.472709655761719,-10.542341232299805,-10.51807689666748,-10.517032623291016,-10.529576301574707,-10.477323532104492,-3.6233701705932617,-10.497762680053711,-10.477553367614746,-3.5686941146850586,-10.495769500732422,-3.6604228019714355,-10.416897773742676,-10.471701622009277,-10.450485229492188,-10.480292320251465,-10.448266983032227,-10.49038314819336,-10.538503646850586,-10.517261505126953,-10.488844871520996,-10.539237022399902,-10.429349899291992,-10.510624885559082,-10.544849395751953,-3.564664840698242,-10.505111694335938,-10.48507022857666,-10.5039701461792,-10.493756294250488,-10.492847442626953,-10.498260498046875,-3.5733697414398193,-10.507343292236328,-10.545564651489258,-10.490884780883789,-3.618809938430786,-10.548611640930176,-10.469457626342773,-10.500922203063965,-10.514494895935059,-10.505549430847168
診療放射線技師,57490,42130,15360,-9.04214096069336,-8.593317985534668,-8.787108421325684,-8.68050765991211,-8.45178508758545,-8.49389934539795,-8.73047924041748,-8.442198753356934,-8.530070304870605,-8.47912883758545,-8.905078887939453,-8.47958755493164,-8.609553337097168,-8.818523406982422,-8.517257690429688,-8.511796951293945,-8.456561088562012,-8.543798446655273,-8.525721549987793,-8.393302917480469,-8.43585205078125,-8.361625671386719,-8.687670707702637,-8.580949783325195,-8.477137565612793,-8.418490409851074,-8.383925437927246,-8.57093334197998,-8.470259666442871,-8.431220054626465,-8.51296615600586,-8.339836120605469,-8.4562406539917,-8.471329689025879,-8.523177146911621,-8.465438842773438,-8.433151245117188,-8.412253379821777,-8.501188278198242,-8.398136138916016,-8.711946487426758,-8.399837493896484,-8.254070281982422,-8.552772521972656,-8.461349487304688,-8.466899871826172,-8.316177368164062,-8.449477195739746,-8.458956718444824,-8.455293655395508,-8.436640739440918,-8.453665733337402,-8.433406829833984,-8.50035285949707,-8.293556213378906,-8.452390670776367,-8.535179138183594,-8.546404838562012,-8.519142150878906,-8.3902587890625,-8.452448844909668,-8.439081192016602,-8.528308868408203,-8.526676177978516,-8.53510570526123,-8.485595703125,-8.562297821044922,-8.417667388916016,-8.563414573669434,-8.4180908203125,-8.472488403320312,-8.488909721374512,-8.567083358764648,-8.338020324707031,-8.578060150146484,-8.365541458129883,-8.506759643554688,-8.363853454589844,-9.078875541687012,-8.413307189941406,-8.835433959960938,-8.481520652770996,-8.511432647705078,-8.441038131713867,-8.459480285644531,-8.513567924499512,-8.586791038513184,-8.509566307067871,-8.545287132263184,-8.5372896194458,-8.48274040222168,-8.629430770874023,-8.560912132263184,-8.389495849609375,-8.411417961120605,-8.433513641357422,-8.458795547485352,-8.643977165222168,-8.944393157958984,-8.476454734802246,-8.52621078491211,-8.579909324645996,-8.340827941894531,-8.330345153808594,-8.312830924987793,-8.412199974060059,-8.38357925415039,-8.625778198242188,-8.59730339050293,-8.567801475524902,-8.537044525146484,-8.676592826843262,-8.378332138061523,-8.339079856872559,-8.957176208496094,-8.617144584655762,-8.52927017211914,-8.537569999694824,-8.631092071533203,-8.408355712890625,-8.542899131774902,-8.842041015625,-8.53597354888916,-8.479978561401367,-8.539717674255371,-8.55941104888916,-8.43049430847168,-8.382750511169434,-8.535887718200684,-8.53378963470459,-8.39926528930664
臨床検査技師,82720,22180,60530,-7.435290336608887,-7.142116546630859,-7.609297275543213,-7.305896759033203,-7.282199859619141,-7.165751934051514,-7.4452433586120605,-7.277278900146484,-7.404300212860107,-7.201030731201172,-7.452422618865967,-7.2029900550842285,-7.482478141784668,-7.489315032958984,-7.212187767028809,-7.155886173248291,-7.265865325927734,-7.297239303588867,-7.301253795623779,-7.128325462341309,-7.22686243057251,-7.16298246383667,-7.279788017272949,-7.20302152633667,-7.2036662101745605,-7.221199035644531,-7.168854236602783,-7.184317588806152,-7.213840484619141,-7.216249465942383,-7.2824931144714355,-7.0736002922058105,-7.226559638977051,-7.21817684173584,-7.185812950134277,-7.175922393798828,-7.206290245056152,-7.1921305656433105,-7.187449932098389,-7.1502766609191895,-7.29176664352417,-7.096137523651123,-7.156256675720215,-7.193164825439453,-7.213187217712402,-7.282264709472656,-7.165717601776123,-7.214445114135742,-7.2168073654174805,-7.2935404777526855,-7.278616905212402,-7.255458831787109,-7.209685802459717,-7.2428765296936035,-7.114814281463623,-7.247867584228516,-7.243617057800293,-7.1980695724487305,-7.266803741455078,-7.184093475341797,-7.203940391540527,-7.190330982208252,-7.293567657470703,-7.276847839355469,-7.233070373535156,-7.1857099533081055,-7.1757001876831055,-7.217037677764893,-7.129127025604248,-7.1812744140625,-7.199049949645996,-7.25064754486084,-7.29560661315918,-7.096695899963379,-7.23561954498291,-7.156200408935547,-7.165400505065918,-7.171877861022949,-7.387824535369873,-7.14731502532959,-7.403944969177246,-7.249195098876953,-7.200766563415527,-7.263921737670898,-7.183810710906982,-7.155348777770996,-7.166232109069824,-7.2276105880737305,-7.284381866455078,-7.141871452331543,-7.216022491455078,-7.175910949707031,-7.225745677947998,-7.141665458679199,-7.131102561950684,-7.158706188201904,-7.119663238525391,-7.197319030761719,-7.375918388366699,-7.100799560546875,-7.234569072723389,-7.2497477531433105,-7.133563995361328,-7.100756645202637,-7.094335556030273,-7.222705364227295,-7.081168174743652,-7.202315330505371,-7.221419334411621,-7.189899921417236,-7.252608299255371,-7.208071231842041,-7.059287071228027,-7.082233428955078,-7.364833354949951,-7.216315269470215,-7.2976531982421875,-7.223108768463135,-7.170150279998779,-7.2158613204956055,-7.2093658447265625,-7.390998363494873,-7.267146110534668,-7.1975812911987305,-7.163756370544434,-7.238965034484863,-7.094168663024902,-7.228468894958496,-7.135127544403076,-7.232333183288574,-7.163099765777588
