職業,総数,男,女,正一の職業は,清の職業は,正雄の職業は,正の職業は,茂の職業は,武雄の職業は,正治の職業は,三郎の職業は,正夫の職業は,一郎の職業は,正二の職業は,義雄の職業は,正男の職業は,正三の職業は,勇の職業は,実の職業は,秀雄の職業は,辰雄の職業は,辰男の職業は,博の職業は,弘の職業は,進の職業は,武の職業は,一男の職業は,昭二の職業は,昭の職業は,和夫の職業は,昭一の職業は,昭三の職業は,幸雄の職業は,稔の職業は,明の職業は,昇の職業は,隆の職業は,勉の職業は,勝の職業は,勲の職業は,功の職業は,勝利の職業は,修の職業は,豊の職業は,誠の職業は,浩の職業は,徹の職業は,浩一の職業は,浩二の職業は,浩之の職業は,聡の職業は,剛の職業は,和彦の職業は,秀樹の職業は,哲也の職業は,直樹の職業は,達也の職業は,学の職業は,健一の職業は,淳の職業は,健の職業は,博之の職業は,英樹の職業は,崇の職業は,大輔の職業は,大介の職業は,亮の職業は,竜也の職業は,健太郎の職業は,洋平の職業は,健太の職業は,和也の職業は,翔の職業は,拓也の職業は,祐介の職業は,雄太の職業は,優の職業は,翔太の職業は,大樹の職業は,翔平の職業は,駿の職業は,大貴の職業は,貴大の職業は,大輝の職業は,翼の職業は,大地の職業は,亮太の職業は,拓哉の職業は,雄大の職業は,拓海の職業は,直人の職業は,康平の職業は,陸の職業は,海斗の職業は,一輝の職業は,涼太の職業は,匠の職業は,蓮の職業は,優斗の職業は,優太の職業は,颯太の職業は,大翔の職業は,太陽の職業は,悠斗の職業は,颯の職業は,輝の職業は,大和の職業は,空の職業は,陽向の職業は,悠人の職業は,悠太の職業は,瑛太の職業は,悠真の職業は,陽斗の職業は,颯真の職業は,歩夢の職業は,蒼空の職業は,大雅の職業は,樹の職業は,陽翔の職業は,陸斗の職業は,太一の職業は,海翔の職業は,湊の職業は,龍生の職業は,陽太の職業は,朝陽の職業は,悠の職業は,新の職業は,蒼の職業は,陽大の職業は,律の職業は,凪の職業は,碧の職業は
記者，編集者,83930,47330,36590,-8.320610046386719,-9.80221176147461,-9.841525077819824,-8.309245109558105,-8.037795066833496,-7.995487213134766,-8.253120422363281,-7.933330535888672,-8.234329223632812,-7.916019916534424,-8.26434326171875,-7.837451457977295,-8.357769012451172,-24.99286651611328,-8.033812522888184,-8.068732261657715,-8.054682731628418,-7.928401947021484,-7.848140239715576,-8.004589080810547,-8.073084831237793,-7.9453630447387695,-8.405891418457031,-7.867415428161621,-7.99326753616333,-7.979025840759277,-7.957523345947266,-7.986983776092529,-7.996669769287109,-7.905768871307373,-8.001968383789062,-7.911029815673828,-7.989637851715088,-7.953544616699219,-7.9990339279174805,-7.953147888183594,-8.034103393554688,-7.97940731048584,-7.974613189697266,-7.941174030303955,-8.258255004882812,-8.016043663024902,-7.968021392822266,-7.9742536544799805,-7.984618186950684,-7.927218914031982,-8.036856651306152,-7.9695658683776855,-8.005435943603516,-7.930149078369141,-8.115340232849121,-7.981463432312012,-8.057132720947266,-7.920284748077393,-7.894832611083984,-7.924354076385498,-7.9749979972839355,-7.976524353027344,-8.045807838439941,-7.869674205780029,-8.00521469116211,-7.956615447998047,-7.928314208984375,-7.971454620361328,-7.944697380065918,-8.001659393310547,-7.904397010803223,-7.9728922843933105,-7.919075012207031,-7.986701488494873,-7.965297698974609,-7.929717540740967,-7.930281162261963,-7.965941429138184,-7.927107810974121,-7.952972888946533,-7.937082290649414,-7.892295837402344,-8.308185577392578,-7.917113304138184,-8.029365539550781,-7.998973369598389,-7.98089599609375,-7.924651145935059,-7.97603178024292,-7.88565731048584,-7.956241607666016,-7.933585166931152,-7.974959373474121,-7.964088439941406,-7.964359760284424,-7.824073791503906,-8.007403373718262,-7.935368537902832,-7.923473358154297,-7.96547269821167,-7.939334869384766,-7.946563720703125,-8.147482872009277,-7.948919773101807,-7.9514265060424805,-7.9976677894592285,-7.8917036056518555,-7.9209136962890625,-7.985446453094482,-7.857283115386963,-7.9106550216674805,-7.892330169677734,-8.037750244140625,-7.876972198486328,-7.949618816375732,-7.989963531494141,-7.992275238037109,-7.923293590545654,-8.12502670288086,-8.015585899353027,-7.9484171867370605,-7.9318528175354,-7.9361371994018555,-7.970123291015625,-7.9512739181518555,-8.268596649169922,-7.9000630378723145,-8.00706958770752,-7.927550315856934,-8.340873718261719,-7.894622325897217,-7.8825788497924805,-7.975856304168701,-8.023776054382324,-7.993579387664795
美術家，デザイナー，写真家，映像撮影者,317590,165310,152280,-7.383602142333984,-8.216730117797852,-8.389671325683594,-7.287739276885986,-7.304786682128906,-7.226426124572754,-7.339478492736816,-7.295050621032715,-7.185169219970703,-7.279885292053223,-7.371232509613037,-7.27351713180542,-7.3483662605285645,-9.469230651855469,-7.272769927978516,-7.333194255828857,-7.278956890106201,-7.324745178222656,-7.2929606437683105,-7.301353454589844,-7.311671733856201,-7.274631500244141,-7.222445964813232,-7.315711975097656,-7.345679759979248,-7.302382469177246,-7.30133056640625,-7.349071502685547,-7.327236175537109,-7.336765289306641,-7.372535228729248,-7.319285869598389,-7.3150177001953125,-7.290065765380859,-7.272487640380859,-7.241294860839844,-7.281261444091797,-7.2959699630737305,-7.174965858459473,-7.281700134277344,-7.393543243408203,-7.335247039794922,-7.3180999755859375,-7.2919158935546875,-7.275424957275391,-7.335299491882324,-7.272295951843262,-7.329349517822266,-7.284501075744629,-7.364760398864746,-7.392455101013184,-7.312942028045654,-7.333660125732422,-7.307297229766846,-7.204238414764404,-7.35186767578125,-7.301822662353516,-7.266887187957764,-7.344203472137451,-7.343658447265625,-7.301280975341797,-7.327793598175049,-7.347114086151123,-7.374523162841797,-7.3132710456848145,-7.3063812255859375,-7.3456573486328125,-7.326412200927734,-7.317107200622559,-7.2486724853515625,-7.292388439178467,-7.325165271759033,-7.376030445098877,-7.320564270019531,-7.346827507019043,-7.291438579559326,-7.284435272216797,-7.285560607910156,-7.433161735534668,-7.291382312774658,-7.439657211303711,-7.296806812286377,-7.268867492675781,-7.358677387237549,-7.310180187225342,-7.337673187255859,-7.232542991638184,-7.2874603271484375,-7.3852081298828125,-7.224308013916016,-7.3017425537109375,-7.3024139404296875,-7.321765899658203,-7.227886199951172,-7.289806365966797,-7.343639373779297,-7.364295959472656,-7.30739164352417,-7.402665138244629,-7.158638000488281,-7.338807106018066,-7.3243021965026855,-7.291187763214111,-7.213283061981201,-7.259128570556641,-7.274918079376221,-7.298652648925781,-7.336933135986328,-7.3169660568237305,-7.3173828125,-7.295052528381348,-7.309956073760986,-7.270366191864014,-7.229980945587158,-7.3347320556640625,-7.273227691650391,-7.294189929962158,-7.26845121383667,-7.320556640625,-7.312812805175781,-7.256313323974609,-7.30625057220459,-7.321190357208252,-7.286720275878906,-7.3375468254089355,-7.358531475067139,-7.230237007141113,-7.292232036590576,-7.310306549072266,-7.240082740783691,-7.308040142059326
彫刻家，画家，工芸美術家,47320,22120,25200,-7.487060070037842,-8.671649932861328,-8.724788665771484,-7.459918022155762,-7.287525177001953,-7.3991618156433105,-7.467838287353516,-7.314933776855469,-7.616421222686768,-7.4011688232421875,-7.564837455749512,-7.280398845672607,-7.5651469230651855,-9.777801513671875,-7.283881187438965,-7.350955486297607,-7.4413065910339355,-7.318252086639404,-7.344745635986328,-7.300193786621094,-7.296112060546875,-7.315349102020264,-7.571810722351074,-7.403621673583984,-7.340488433837891,-7.287773132324219,-7.353080749511719,-7.3237762451171875,-7.370028972625732,-7.275127410888672,-7.333381652832031,-7.318900108337402,-7.311915397644043,-7.2531890869140625,-7.315006256103516,-7.272830009460449,-7.308253288269043,-7.321361064910889,-7.320055961608887,-7.255825519561768,-7.524024963378906,-7.332336902618408,-7.223602294921875,-7.273890972137451,-7.344788074493408,-7.370345115661621,-7.310378551483154,-7.250270843505859,-7.362285137176514,-7.368682861328125,-7.3578948974609375,-7.386329174041748,-7.3721771240234375,-7.351093292236328,-7.335231781005859,-7.404369354248047,-7.256679534912109,-7.251525402069092,-7.375614166259766,-7.321537017822266,-7.269268035888672,-7.332911491394043,-7.453028678894043,-7.328078746795654,-7.364531517028809,-7.3532257080078125,-7.3149871826171875,-7.373064994812012,-7.3200225830078125,-7.28963041305542,-7.365825653076172,-7.4238691329956055,-7.32470703125,-7.304145336151123,-7.410755157470703,-7.435130596160889,-7.2990875244140625,-7.303581237792969,-7.513698101043701,-7.349418640136719,-7.437076568603516,-7.294314861297607,-7.394824981689453,-7.346163749694824,-7.339691162109375,-7.321491241455078,-7.248882293701172,-7.386070251464844,-7.289412975311279,-7.298652172088623,-7.3422160148620605,-7.376129150390625,-7.267345428466797,-7.255901336669922,-7.2988505363464355,-7.318724632263184,-7.3136820793151855,-7.355231761932373,-7.521076202392578,-7.319785118103027,-7.3299102783203125,-7.3389387130737305,-7.326812267303467,-7.324088096618652,-7.322113037109375,-7.317157745361328,-7.346660137176514,-7.330043792724609,-7.250918865203857,-7.361033916473389,-7.338870048522949,-7.3253021240234375,-7.331474304199219,-7.296966552734375,-7.597614288330078,-7.351832866668701,-7.3190460205078125,-7.335265636444092,-7.335796356201172,-7.347156524658203,-7.330543518066406,-7.740711212158203,-7.324843883514404,-7.296699523925781,-7.350830078125,-7.5297088623046875,-7.286018371582031,-7.339721202850342,-7.295985698699951,-7.327949523925781,-7.312565326690674
デザイナー,201100,96720,104390,-7.480558395385742,-8.216730117797852,-8.389671325683594,-7.4335808753967285,-7.466220378875732,-7.448876857757568,-7.339478492736816,-7.386801719665527,-7.185169219970703,-7.518460750579834,-7.371232509613037,-7.473400115966797,-7.384857654571533,-16.111066818237305,-7.4712042808532715,-7.435728073120117,-7.46204948425293,-7.327174186706543,-7.379335403442383,-7.465070724487305,-7.480597972869873,-7.554691791534424,-7.349158763885498,-7.439877033233643,-7.45184850692749,-7.466413497924805,-7.423306465148926,-7.491334438323975,-7.356188774108887,-7.426516056060791,-7.439789295196533,-7.458631992340088,-7.4828619956970215,-7.479104518890381,-7.432295799255371,-7.387834072113037,-7.4228668212890625,-7.467383861541748,-7.3926239013671875,-7.430142879486084,-7.465969085693359,-7.460350036621094,-7.5430006980896,-7.475991249084473,-7.434131145477295,-7.475593090057373,-7.522602558135986,-7.473516941070557,-7.449580669403076,-7.4524827003479,-7.479595184326172,-7.439085483551025,-7.49645471572876,-7.4144816398620605,-7.541490077972412,-7.5329155921936035,-7.46851921081543,-7.459072589874268,-7.438525676727295,-7.406031608581543,-7.429809093475342,-7.469634532928467,-7.468864440917969,-7.49066162109375,-7.346272945404053,-7.41525936126709,-7.5009894371032715,-7.350196838378906,-7.465124607086182,-7.43242883682251,-7.4522385597229,-7.505258560180664,-7.425958633422852,-7.4536213874816895,-7.470315456390381,-7.517984867095947,-7.468696594238281,-7.445357799530029,-7.433161735534668,-7.4425530433654785,-7.439657211303711,-7.4650559425354,-7.433791160583496,-7.443393230438232,-7.518422603607178,-7.447131156921387,-7.470516204833984,-7.470339298248291,-7.495626449584961,-7.391634464263916,-7.40203857421875,-7.381958961486816,-7.4169392585754395,-7.347736358642578,-7.444718837738037,-7.417514324188232,-7.449276924133301,-7.39826774597168,-7.500438213348389,-7.451676368713379,-7.3399152755737305,-7.373619079589844,-7.521594524383545,-7.498366832733154,-7.448960781097412,-7.355459690093994,-7.356884479522705,-7.389819145202637,-7.375101089477539,-7.3560638427734375,-7.387026786804199,-7.383811950683594,-7.47421932220459,-7.453684329986572,-7.3347320556640625,-7.340722560882568,-7.369759559631348,-7.3591532707214355,-7.507021427154541,-7.441537857055664,-7.476816177368164,-7.30625057220459,-7.42610502243042,-7.365494251251221,-7.36702823638916,-7.470137119293213,-7.553460121154785,-7.491223335266113,-7.480387210845947,-7.327955722808838,-7.49027681350708
写真家，映像撮影者,69170,46470,22690,-7.383602142333984,-9.776432037353516,-9.892868041992188,-7.287739276885986,-7.304786682128906,-7.226426124572754,-7.368480682373047,-7.295050621032715,-7.339977264404297,-7.279885292053223,-7.378283977508545,-7.27351713180542,-7.3483662605285645,-9.469230651855469,-7.272769927978516,-7.333194255828857,-7.278956890106201,-7.324745178222656,-7.2929606437683105,-7.301353454589844,-7.311671733856201,-7.274631500244141,-7.222445964813232,-7.315711975097656,-7.345679759979248,-7.302382469177246,-7.30133056640625,-7.349071502685547,-7.327236175537109,-7.336765289306641,-7.372535228729248,-7.319285869598389,-7.3150177001953125,-7.290065765380859,-7.272487640380859,-7.241294860839844,-7.281261444091797,-7.2959699630737305,-7.174965858459473,-7.281700134277344,-7.393543243408203,-7.335247039794922,-7.3180999755859375,-7.2919158935546875,-7.275424957275391,-7.335299491882324,-7.272295951843262,-7.329349517822266,-7.284501075744629,-7.364760398864746,-7.392455101013184,-7.312942028045654,-7.333660125732422,-7.307297229766846,-7.204238414764404,-7.35186767578125,-7.301822662353516,-7.266887187957764,-7.344203472137451,-7.343658447265625,-7.301280975341797,-7.327793598175049,-7.347114086151123,-7.374523162841797,-7.3132710456848145,-7.3063812255859375,-7.3456573486328125,-7.326412200927734,-7.317107200622559,-7.2486724853515625,-7.292388439178467,-7.325165271759033,-7.376030445098877,-7.320564270019531,-7.346827507019043,-7.291438579559326,-7.284435272216797,-7.285560607910156,-7.532927989959717,-7.291382312774658,-7.502296447753906,-7.296806812286377,-7.268867492675781,-7.358677387237549,-7.310180187225342,-7.337673187255859,-7.232542991638184,-7.2874603271484375,-7.3852081298828125,-7.224308013916016,-7.3017425537109375,-7.3024139404296875,-7.321765899658203,-7.227886199951172,-7.289806365966797,-7.343639373779297,-7.364295959472656,-7.30739164352417,-7.402665138244629,-7.158638000488281,-7.338807106018066,-7.3243021965026855,-7.291187763214111,-7.213283061981201,-7.259128570556641,-7.274918079376221,-7.298652648925781,-7.336933135986328,-7.3169660568237305,-7.3173828125,-7.295052528381348,-7.309956073760986,-7.270366191864014,-7.229980945587158,-7.480404376983643,-7.273227691650391,-7.294189929962158,-7.26845121383667,-7.320556640625,-7.312812805175781,-7.256313323974609,-7.492599010467529,-7.321190357208252,-7.286720275878906,-7.3375468254089355,-7.358531475067139,-7.230237007141113,-7.292232036590576,-7.310306549072266,-7.240082740783691,-7.308040142059326
音楽家，舞台芸術家,88250,54660,33580,-9.62851619720459,-9.2305908203125,-9.266599655151367,-9.62746810913086,-9.532828330993652,-9.585750579833984,-9.622459411621094,-9.620025634765625,-9.671347618103027,-9.556079864501953,-9.596928596496582,-9.624366760253906,-9.767032623291016,-15.81431770324707,-9.587337493896484,-9.595527648925781,-9.615253448486328,-9.59095287322998,-9.60491943359375,-9.570125579833984,-9.585436820983887,-9.544815063476562,-9.618221282958984,-9.59976577758789,-9.588737487792969,-9.588345527648926,-9.587576866149902,-9.583979606628418,-9.589359283447266,-9.559501647949219,-9.637275695800781,-9.622806549072266,-9.628829002380371,-9.6214599609375,-9.65506362915039,-9.511848449707031,-9.56350326538086,-9.629638671875,-9.4903564453125,-9.59299087524414,-9.660017967224121,-9.570121765136719,-9.585613250732422,-9.567334175109863,-9.614376068115234,-9.589916229248047,-9.552687644958496,-9.548137664794922,-9.589140892028809,-9.606861114501953,-9.581439018249512,-9.54269790649414,-9.52938461303711,-9.553157806396484,-9.57166576385498,-9.589008331298828,-9.553291320800781,-9.590660095214844,-9.552703857421875,-9.530375480651855,-9.55801010131836,-9.56222915649414,-9.59661865234375,-9.594905853271484,-9.587112426757812,-9.569684028625488,-9.616722106933594,-9.576107025146484,-9.5367431640625,-9.490962982177734,-9.566391944885254,-9.568157196044922,-9.56576919555664,-9.574073791503906,-9.542911529541016,-9.581986427307129,-9.51099681854248,-9.621891021728516,-9.72933578491211,-9.57394790649414,-9.607909202575684,-9.52093505859375,-9.607414245605469,-9.524245262145996,-9.57135009765625,-9.570900917053223,-9.571879386901855,-9.577465057373047,-9.572903633117676,-9.613463401794434,-9.588645935058594,-9.60165786743164,-9.547592163085938,-9.548660278320312,-9.594383239746094,-9.524223327636719,-9.553690910339355,-9.56646728515625,-9.505619049072266,-9.576065063476562,-9.523822784423828,-9.579307556152344,-9.580763816833496,-9.57972240447998,-9.582679748535156,-9.613273620605469,-9.570243835449219,-9.551292419433594,-9.587078094482422,-9.58392333984375,-9.587158203125,-9.571754455566406,-9.561988830566406,-9.585404396057129,-9.689529418945312,-9.590839385986328,-9.522078514099121,-9.536441802978516,-9.568988800048828,-9.540451049804688,-9.57959270477295,-9.518997192382812,-9.601539611816406,-9.575806617736816,-9.553519248962402,-9.574222564697266,-9.60727310180664,-9.603294372558594,-9.545589447021484,-9.572052001953125,-9.531753540039062
音楽家,26080,16100,9980,-9.62851619720459,-9.2305908203125,-9.266599655151367,-9.62746810913086,-9.532828330993652,-9.585750579833984,-9.622459411621094,-9.620025634765625,-9.671347618103027,-9.556079864501953,-9.596928596496582,-9.624366760253906,-9.767032623291016,-24.2392635345459,-9.587337493896484,-9.595527648925781,-9.615253448486328,-9.59095287322998,-9.60491943359375,-9.570125579833984,-9.585436820983887,-9.544815063476562,-9.618221282958984,-9.59976577758789,-9.588737487792969,-9.588345527648926,-9.587576866149902,-9.583979606628418,-9.589359283447266,-9.559501647949219,-9.637275695800781,-9.622806549072266,-9.628829002380371,-9.6214599609375,-9.65506362915039,-9.511848449707031,-9.56350326538086,-9.629638671875,-9.4903564453125,-9.59299087524414,-9.660017967224121,-9.570121765136719,-9.585613250732422,-9.567334175109863,-9.614376068115234,-9.589916229248047,-9.552687644958496,-9.548137664794922,-9.589140892028809,-9.606861114501953,-9.581439018249512,-9.54269790649414,-9.52938461303711,-9.553157806396484,-9.57166576385498,-9.589008331298828,-9.553291320800781,-9.590660095214844,-9.552703857421875,-9.530375480651855,-9.55801010131836,-9.56222915649414,-9.59661865234375,-9.594905853271484,-9.587112426757812,-9.569684028625488,-9.616722106933594,-9.576107025146484,-9.5367431640625,-9.490962982177734,-9.566391944885254,-9.568157196044922,-9.56576919555664,-9.574073791503906,-9.542911529541016,-9.581986427307129,-9.51099681854248,-9.621891021728516,-9.72933578491211,-9.57394790649414,-9.607909202575684,-9.52093505859375,-9.607414245605469,-9.524245262145996,-9.57135009765625,-9.570900917053223,-9.571879386901855,-9.577465057373047,-9.572903633117676,-9.613463401794434,-9.588645935058594,-9.60165786743164,-9.547592163085938,-9.548660278320312,-9.594383239746094,-9.524223327636719,-9.553690910339355,-9.56646728515625,-9.505619049072266,-9.576065063476562,-9.523822784423828,-9.579307556152344,-9.580763816833496,-9.57972240447998,-9.582679748535156,-9.613273620605469,-9.570243835449219,-9.551292419433594,-9.587078094482422,-9.58392333984375,-9.587158203125,-9.571754455566406,-9.561988830566406,-9.585404396057129,-9.689529418945312,-9.590839385986328,-9.522078514099121,-9.536441802978516,-9.568988800048828,-9.540451049804688,-9.57959270477295,-9.518997192382812,-9.601539611816406,-9.575806617736816,-9.553519248962402,-9.574222564697266,-9.60727310180664,-9.603294372558594,-9.545589447021484,-9.572052001953125,-9.531753540039062
舞踊家，俳優，演出家，演芸家,62160,38560,23600,-7.453488826751709,-7.693969249725342,-7.876987457275391,-7.3785858154296875,-7.3916778564453125,-7.438477516174316,-7.354532241821289,-7.426645278930664,-7.48232364654541,-7.353776454925537,-7.442901611328125,-7.404012203216553,-7.573288917541504,-12.071982383728027,-7.388176918029785,-7.406063079833984,-7.424628257751465,-7.421874523162842,-7.3868327140808105,-7.394747734069824,-7.384349346160889,-7.309643745422363,-7.38980770111084,-7.371095180511475,-7.3920745849609375,-7.371062278747559,-7.448543071746826,-7.424142837524414,-7.399070739746094,-7.364673137664795,-7.3730149269104,-7.3754682540893555,-7.397838115692139,-7.386192321777344,-7.375901222229004,-7.389741897583008,-7.401036262512207,-7.374122619628906,-7.351539611816406,-7.375144958496094,-7.415084362030029,-7.427486419677734,-7.382206916809082,-7.382190227508545,-7.367436408996582,-7.447059631347656,-7.356118679046631,-7.359884262084961,-7.3795881271362305,-7.362462043762207,-7.364077568054199,-7.357699394226074,-7.371734142303467,-7.318028450012207,-7.356696605682373,-7.408629894256592,-7.364272594451904,-7.382781505584717,-7.364623069763184,-7.373929977416992,-7.39825963973999,-7.323665618896484,-7.321099758148193,-7.4004621505737305,-7.335383892059326,-7.336503505706787,-7.3255534172058105,-7.400798320770264,-7.343280792236328,-7.387362480163574,-7.341756343841553,-7.39223575592041,-7.354470729827881,-7.3877081871032715,-7.36739444732666,-7.416234970092773,-7.3514404296875,-7.352232933044434,-7.480047225952148,-7.3036346435546875,-7.422026634216309,-7.3806681632995605,-7.362781047821045,-7.3651580810546875,-7.360417366027832,-7.350610733032227,-7.423309326171875,-7.370830535888672,-7.4121222496032715,-7.3502655029296875,-7.350748062133789,-7.353888988494873,-7.352010250091553,-7.386818885803223,-7.355824947357178,-7.381457805633545,-7.365427017211914,-7.383025169372559,-7.492277145385742,-7.365180492401123,-7.3515825271606445,-7.378840446472168,-7.341681957244873,-7.358462810516357,-7.390063285827637,-7.397806167602539,-7.3550872802734375,-7.330389022827148,-7.2907819747924805,-7.3577799797058105,-7.380850791931152,-7.4371337890625,-7.345095634460449,-7.398967742919922,-7.4149603843688965,-7.387332916259766,-7.400850296020508,-7.353453636169434,-7.374842643737793,-7.346671104431152,-7.372848033905029,-7.423053741455078,-7.334277629852295,-7.342826843261719,-7.342790603637695,-7.490132808685303,-7.375835418701172,-7.358192443847656,-7.404195785522461,-7.429158687591553,-7.391110420227051
図書館司書，学芸員,31080,6220,24850,-10.424650192260742,-8.77371597290039,-8.840636253356934,-10.406152725219727,-10.67621898651123,-10.54520320892334,-10.320902824401855,-10.623880386352539,-10.256954193115234,-10.657722473144531,-10.328015327453613,-10.646102905273438,-10.409050941467285,-10.675800323486328,-10.670897483825684,-10.549980163574219,-10.608057022094727,-10.60523796081543,-10.640018463134766,-10.583758354187012,-10.650503158569336,-10.727005004882812,-10.177759170532227,-10.716816902160645,-10.581846237182617,-10.631048202514648,-10.70042896270752,-10.590557098388672,-10.614890098571777,-10.564014434814453,-10.556219100952148,-10.67938232421875,-10.688026428222656,-10.673005104064941,-10.700011253356934,-10.684382438659668,-10.625146865844727,-10.590174674987793,-10.529572486877441,-10.525938034057617,-10.215063095092773,-10.699986457824707,-10.66252326965332,-10.679035186767578,-10.636069297790527,-10.643436431884766,-10.531299591064453,-10.69421672821045,-10.641913414001465,-10.614958763122559,-10.691119194030762,-10.674276351928711,-10.547986030578613,-10.58749771118164,-10.589496612548828,-10.590338706970215,-10.6722412109375,-10.656909942626953,-10.685863494873047,-10.806600570678711,-10.652243614196777,-10.396871566772461,-10.710268020629883,-10.549284934997559,-10.481635093688965,-10.513046264648438,-10.610288619995117,-10.421072959899902,-10.559691429138184,-10.428094863891602,-10.319005966186523,-10.529948234558105,-10.584670066833496,-10.500056266784668,-10.550119400024414,-10.251745223999023,-10.54483699798584,-10.614072799682617,-10.152887344360352,-10.532000541687012,-10.162960052490234,-10.372308731079102,-10.545995712280273,-10.588549613952637,-10.549513816833496,-10.587313652038574,-10.58880615234375,-10.53315544128418,-10.560065269470215,-10.633535385131836,-10.563572883605957,-10.507143020629883,-10.514959335327148,-10.493558883666992,-10.474479675292969,-10.406465530395508,-10.533845901489258,-10.26459789276123,-10.219346046447754,-10.674443244934082,-10.286819458007812,-10.317198753356934,-10.305671691894531,-10.710014343261719,-10.419533729553223,-10.308287620544434,-10.259464263916016,-10.4780912399292,-10.587081909179688,-10.1646089553833,-10.394933700561523,-10.184273719787598,-10.243553161621094,-10.46569538116455,-10.143945693969727,-10.62494945526123,-10.378026962280273,-10.456884384155273,-10.658466339111328,-10.447688102722168,-10.550321578979492,-10.27287483215332,-10.51548957824707,-10.526861190795898,-10.232572555541992,-10.123226165771484,-10.165900230407715,-10.445070266723633,-10.381448745727539,-10.597982406616211,-10.20471477508545
個人教師（音楽）,70110,8860,61250,-6.998610973358154,-7.151034832000732,-6.929446220397949,-7.029864311218262,-6.4151105880737305,-6.446058750152588,-6.9083099365234375,-6.490862846374512,-6.801943778991699,-6.414729595184326,-6.9553327560424805,-6.446520805358887,-7.142245769500732,-7.073852062225342,-6.429381370544434,-6.521461486816406,-6.392013072967529,-6.502154350280762,-6.46567440032959,-6.478652000427246,-6.421713829040527,-6.425670623779297,-7.0225677490234375,-6.526777267456055,-6.439410209655762,-6.393900394439697,-6.343386650085449,-6.393576622009277,-6.375686168670654,-6.420541763305664,-6.478198051452637,-6.510619640350342,-6.414697647094727,-6.363921165466309,-6.464740753173828,-6.4316205978393555,-6.345973014831543,-6.456766605377197,-6.4198455810546875,-6.478476524353027,-6.987746715545654,-6.451327323913574,-6.338420391082764,-6.4301252365112305,-6.356593608856201,-6.370559215545654,-6.399741172790527,-6.3936686515808105,-6.443638324737549,-6.261672019958496,-6.189059734344482,-6.439089775085449,-6.348987579345703,-6.4287495613098145,-6.513763427734375,-6.402583122253418,-6.401148319244385,-6.462172508239746,-6.421939373016357,-6.3769941329956055,-6.398870468139648,-6.386599540710449,-6.281604290008545,-6.430060863494873,-6.540163040161133,-6.439879417419434,-6.385703086853027,-6.448267936706543,-6.477804183959961,-6.491121292114258,-6.410128593444824,-6.4631195068359375,-6.386893272399902,-6.503015995025635,-6.490412712097168,-6.475058078765869,-6.504996299743652,-6.448100566864014,-7.179888725280762,-6.431159496307373,-6.997928142547607,-6.48357629776001,-6.492014408111572,-6.448139190673828,-6.435957908630371,-6.47360897064209,-6.510458946228027,-6.413917541503906,-6.356684684753418,-6.449610233306885,-6.4140119552612305,-6.474676132202148,-6.360999584197998,-6.474043846130371,-6.508646011352539,-6.498736381530762,-6.430563926696777,-6.374964714050293,-7.0649871826171875,-6.499113082885742,-6.569628715515137,-6.4513397216796875,-6.525245666503906,-6.451660633087158,-6.573667526245117,-6.474600791931152,-6.467483043670654,-6.377704620361328,-6.372633934020996,-6.4853739738464355,-6.513075828552246,-6.515054702758789,-6.394124984741211,-6.425258636474609,-7.10532283782959,-6.509150505065918,-6.532350540161133,-6.3814191818237305,-6.446867942810059,-6.521475791931152,-6.516238212585449,-6.996592044830322,-6.405135154724121,-6.473234176635742,-6.481822490692139,-7.291903495788574,-6.457630634307861,-6.528960704803467,-6.59545373916626,-6.499110221862793,-6.5091962814331055
